,title,original_title,year,date_published,genre,duration,country,production_company,actors,avg_vote,budget,usa_gross_income,worlwide_gross_income,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book
3960,Utt Pataang,Utt Pataang,2011,2011-02-01,"Comedy, Drama",120,India,Cenchurion Films,"Vinay Pathak, Saurabh Shukla, Mahie Gill, Mona Singh, Sanjay Mishra, Brijendra Kala, Delnaaz Irani, Govind Namdeo, Murli Sharma, Kurush Deboo, Shiraz P., Mukesh Ahuja, Satyendra Paul, Pranav Singh",6.0,,,,,,,,,
3961,À pas de loup,À pas de loup,2011,2012-04-11,Family,77,"Belgium, France",Ring Prod,Wynona Ringer,6.5,,,,,,,,,
3962,Baby Shower,Baby Shower,2011,2011-01-13,Horror,100,Chile,Arrebato Films,"Ingrid Isensee, Patricia López, Claudia Burr, Kiki Rojo, Francisca Merino, Sofía García, Álvaro Gómez, Pablo Krögh, Nicolás Alonso, María José Illanes, Berta Lasala, Renato Illanes, Jesús Porres, Ignacia Avilés, Isidora Cabezón",4.2,$ 900000,,$ 111351,,,,,,
3963,L'hiver dernier,L'hiver dernier,2011,2012-02-29,Drama,103,"Belgium, France, Switzerland, Luxembourg",Tarantula,"Vincent Rottiers, Anaïs Demoustier, Florence Loiret Caille, Aurore Clément, Michel Subor, Carlo Brandt, Théo Laborie, Hélier Cisterne, Yoann Blanc, Elodie Moreau, Carlos De Souza, Daniel Renaud, Fabien Dijois, Delphine Gros, Laurent Perez",5.9,,,$ 18851,,,,,,
3964,Tsure ga utsu ni narimashite.,Tsure ga utsu ni narimashite.,2011,2011-10-08,Drama,121,Japan,Central Arts,"Aoi Miyazaki, Masato Sakai, Mitsuru Fukikoshi, Kanji Tsuda, Yûta Nakano, Erika Ichiki, Hiroshi Inuzuka, Reiko Naname, Takako Ohashi, Ren Osugi, Saburô Tamura, Ryôsei Tayama, Tomio Umezawa, Jeff Wastila, Emiko Yamagishi",6.8,,,$ 10127426,,,,,,
3965,Zombadings 1: Patayin sa shokot si Remington,Zombadings 1: Patayin sa shokot si Remington,2011,2011-08-31,"Comedy, Horror, Romance",96,Philippines,Origin8 Media,"Martin Escudero, Lauren Young, Kerbie Zamora, Janice de Belen, John Regala, Roderick Paulate, Mailes Kanapi, Nar Cabico, Daniel Fernando, Leandro Baldemor, Eugene Domingo, Odette Khan, Nicco Manalo, Daniel Medrana, Ward Luarca",5.6,,,$ 741838,56.0,,,,,
3966,L'élève Ducobu,L'élève Ducobu,2011,2011-06-22,Comedy,96,France,Union Générale Cinématographique (UGC),"Elie Semoun, Joséphine de Meaux, Vincent Claude, Juliette Chappey, Bruno Podalydès, Héléna Noguerra, Daphné Tarka, Vincent N'Diaye, Vincent Sgonamillo, Jean-François Gallotte, Edgar Givry, Jean-Paul Bonnaire, Valériane de Villeneuve, François Levantal, Lise Lamétrie",4.6,,,$ 14325401,,,,,,
3967,Underground,Underground,2011,2011-12-29,Horror,87,USA,,"Jacob D. Woody, Sofia Pernas, Adrian R'Mante, Jeff D'Agostino, Christine Evangelista, Megan Hensley, Adam Meirick, Jack Donner, Inbar Lavi, Chaz Allen, Hayley Goldstein, Kimberley Roper, Christina George, Joey Farver, Adam Hackathorn",3.8,,,$ 300264,,NR,,,,
3968,Fjellet,Fjellet,2011,2011-01-18,Drama,73,Norway,4 1/2 Film,"Ellen Dorrit Petersen, Marte Magnusdotter Solem",5.6,NOK 3000000,,,,,,,,
3969,Gianni e le donne,Gianni e le donne,2011,2011-02-11,"Comedy, Romance",90,Italy,BiBi Film,"Gianni Di Gregorio, Valeria De Franciscis, Alfonso Santagata, Elisabetta Piccolomini, Valeria Cavalli, Aylin Prandi, Kristina Cepraga, Michelangelo Ciminale, Teresa Di Gregorio, Lilia Silvi, Gabriella Sborgi, Elisa Alessandro, Cinzia Bernardini, Giovanna Cau, Tommaso Colucci",6.3,,$ 317405,$ 2850852,65.0,,,,,
3970,Über uns das All,Über uns das All,2011,2011-09-15,Drama,88,Germany,Pandora Filmproduktion,"Sandra Hüller, Georg Friedrich, Felix Schmidt-Knopp, Kathrin Wehlisch, Valery Tscheplanowa, Stephan Grossmann, Aljoscha Stadelmann, Piet Fuchs, Martin Reinke, Verena Plangger, Julia Wieninger, Laura Sundermann, Clemens Dönicke, Anja Herden, Anja Lais",6.7,,,$ 131189,,,,,,
3971,American Nudist,American Nudist,2011,2011-11-15,Drama,93,USA,CineRidge Entertainment,"Tony T.L. Young, Alicia Arden, Magda Marcella, Martin Harris, Bogdan Szumilas, Tiffany Bowyer, Leigh Davis, Arielle Brachfeld, Nicole D'Angelo, Barry O'Rourke, Clinton H. Wallace, Tomi Ilic, Simmin Yu, Megan Cordero, Sandy Colindres",3.3,$ 100000,,,,,,,,
3972,Ka-woon-teu-da-woon,Ka-woon-teu-da-woon,2011,2011-09-29,"Action, Drama",119,South Korea,B.O.M. Film Productions Co.,"Jae-yeong Jeong, Do-yeon Jeon, Ji-woong Wi, Yun-beom Bae, Dae-byeong Jeon, Kyeong-yeong Lee, Man-seok Oh, Dong-wook Kim, Min, Man-sik Jeong, Kwang-rok Oh, Jong-ryol Choi, Jong-goo Kim, Markus Waldow",6.5,$ 6000000,,$ 3168201,,,,,,
3973,Dans la tourmente,Dans la tourmente,2011,2012-01-11,"Drama, Thriller",107,France,Le Bureau,"Clovis Cornillac, Mathilde Seigner, Yvan Attal, Céline Sallette, Marc Brunet, Abel Jafri, Jean-Philippe Meyer, Nelly Antignac, François Négret, Gilles Masson, Azouz Begag, Jean-Baptiste Fonck, Garance Heinry, Gabin Lefebvre, Fadila Belkebla",4.7,EUR 7500000,,$ 53999,,,,,,
3974,Exit,Exit,2011,2012,Drama,90,Australia,Surface Tension Films,"Kylie Trounson, Michael Finney, Hannah Moore, Drew Tingwell, David Whiteley, David Kemp, Ian Rooney, Kyrié Nunan-Jackson, Don Bridges, Tahir Cambis, Nathaniel Kelly, Ben McEwing, Tony Nikolakopoulos, Steven Sheeran, Alinta Stoutjesdijk",5.6,AUD 500000,,,,,,,,
3975,Mirapakai,Mirapakai,2011,2011-01-12,"Action, Comedy, Drama",160,India,Yellow Flowers,"Ravi Teja, Richa Langella, Deeksha Seth, Prakash Raj, Santosh Kumar Yadav, Srinivasa Rao Kota, Suneel, Chandramohan, Ali, Dharmavarapu Subramanyam, Ajay, Nagendra Babu, Raja Ravindra, Brahmaji, Sudha",6.3,,,,,,,,,
3976,The Glass Man,The Glass Man,2011,2013-09-04,Thriller,108,UK,Tigermoth Motion Pictures,"Andy Nyman, James Cosmo, Neve Campbell, Brett Allen, Gary Aylett, John Barrett, Vishal Bharadia, Polly Brindle, Lorraine Burroughs, Lauren Cuthbertson, Josie D'Arby, Matt Day, Bodjan Du, Matt East, Simon Firsht",6.2,,,,,,,,,
3977,The Crying Dead,The Crying Dead,2011,2011-10-31,"Adventure, Horror, Thriller",77,USA,Busted Knuckle Productions,"Chris Hayes, Jeff Stearns, Becka Adams, Angelina Lyubomirova, Callie Cameron, Kelsi Cullimore, Andrew Olson, Brooke Johnson, GiGi LaMar, Olivia Prado, Megan Richie, Liv von Oelreich, Sewell Whitney, Hunter G. Williams",4.3,$ 200000,,,,,,,,
3978,Amnistia,Amnistia,2011,2011-07-06,Drama,83,"Albania, Greece, France",90 Productions,"Luli Bitri, Karafil Shena, Todi Llupi, Mirela Naska, Aleksander Rrapi, Artan Islami, Lulzim Zeqja, Robert Budina, Rozina Kostani, Bekim Guri, Redjan Mulla, Omer Hamiti, Orest Arapi, Anastas Nika, Driada Dervishi",6.2,,,,,,,,,
3979,Die Vaterlosen,Die Vaterlosen,2011,2011-04-08,Drama,104,Austria,Novotny & Novotny Filmproduktion GmbH,"Andreas Kiendl, Andrea Wenzl, Emily Cox, Philipp Hochmair, Marion Mitterhammer, Sami Loris, Pia Hierzegger, Johannes Krisch, Axel Sichrovsky, Seraphine Rastl, Susanne Weber, Hille Beseler, Daniel Doujenis, Kitty Khittl, Nikolaus Wabitsch",6.6,,,$ 192785,,,,,,
3980,Golkonda High School,Golkonda High School,2011,2011-01-12,"Drama, Family",130,India,Art Beat Capital,"Sumanth, Swathi Reddy, Subbaraju, Tanikella Bharani, Shafi, Jhansi, Hema, Harimohan Paruvu, Rachakonda Vidyasagar, Chandramouli Kalyana Chakravarthy, Sai Pradeep Mocherla, Rohit Ranka, Sreenivasa Sayee, Santosh Shoban, Sivannarayana",6.8,,,,,,,,,
3981,Humans vs Zombies,Humans vs Zombies,2011,2011-11-11,"Comedy, Horror, Sci-Fi",93,USA,Studio 3 Entertainment,"Dora Madison, Melissa Carnell, Frederic Doss, Alex Chandler, Chip Joslin, Jonah Priour, Jesse Ferraro, Christine Quinn, Rheagan Wallace, Larry Jack Dotson, Ali Faulkner, Matthew Downs, Cody Callahan, David Blackwell, Heather Child",3.9,,,,,,,,,
3982,Il giorno in più,Il giorno in più,2011,2011-12-02,"Comedy, Romance",112,Italy,Film Investment Piedmont (FIP),"Fabio Volo, Isabella Ragonese, Pietro Ragusa, Camilla Filippi, Stefania Sandrelli, Lino Toffolo, Roberto Citran, Luciana Littizzetto, Valeria Bilello, Jack Perry, Irene Ferri, Hassani Shapi, Roberto Basilico, David Fierro, Alessandro Lussiana",6.1,,,$ 5225074,,,,,,
3983,Ji keung hei si 2011,Ji keung hei si 2011,2011,2011-02-02,Comedy,118,Hong Kong,Pegasus Motion Pictures,"Louis Koo, Margie Tsang, J.J. Jia, Ni Yan, Ah Duo, Raymond Pak-Ming Wong, Nan Xie, Qian Cheng, Donnie Yen, Kit Ling Chan, Carina Lau, Angelababy, Marie Zhuge, Man-kwan Lee, Irene Wang",4.9,$ 6000000,,$ 56900984,,,,,,
3984,Kronjuvelerna,Kronjuvelerna,2011,2011-06-29,Drama,120,Sweden,Filmlance International AB,"Alicia Vikander, Bill Skarsgård, Loa Falkman, Noah Byström, Björn Gustafsson, Jonatan Bökman, Amanda Junegren, Michalis Koutsogiannakis, Jesper Lindberger, Sara Lindh, Louise Radon, Edvin Ryding, Michael Segerström, Josefine Högfelt Öijer, Kjell Wilhelmsen",5.9,SEK 48000000,,$ 39000000,,,,,,
3985,Les bien-aimés,Les bien-aimés,2011,2011-08-24,"Drama, Musical, Romance",133,"France, UK, Czech Republic",Why Not Productions,"Chiara Mastroianni, Catherine Deneuve, Ludivine Sagnier, Louis Garrel, Milos Forman, Paul Schneider, Michel Delpech, Radivoje Bukvic, Omar Ben Sellem, Dustin Segura-Suarez, Guillaume Denaiffe, Clara Couste, Francine Beaur, Anaïs Chetoui, Amélie Flottat",6.2,$ 9980000,$ 137515,$ 2056212,55.0,,,,,
3986,Malaventura,Malaventura,2011,2015-02-12,"Adventure, Comedy",90,Mexico,Balero Films,"Samantha Castellano, Octavio Castro, Jorge Celaya, Khristian Clausen, Jan Esparza, David Fridman, Wdeth Gabriel, Juan Pablo Gil, Martha Higareda, Miriam Higareda, Harding Junior, David Medel, Jeronimo Medina, Antonio Merlano, Ricardo Mestre",4.1,$ 500000,,,,,,,,
3987,Moy papa Baryshnikov,Moy papa Baryshnikov,2011,2011-10-06,"Comedy, Drama",87,Russia,New People Film Company,"Viktor Abrosimov, Anastasiya Balyakina, Tina Barkalaya, Sergey Belyaev, Valeriy Danilin, Egor Dolgopolov, Eldar Kalimulin, Vladimir Kapustin, Anatoliy Kot, Andrei Kudzin, Gerard Michael MacCarthy, Andrey Mezhulis, Anna Mikhalkova, Dmitry Pavlenko, Efim Petrunin",6.8,,,$ 34404,,,,,,
3988,Native,Native,2011,2012-03-09,"Horror, Thriller",96,Italy,Real Dreams Entertainment,"Andrea Galatà, Giovanna Mandalari, Mara Sciuto, Marcelo Costa, Paola Crova, Egle Doria, Doriana La Fauci, Alessia Leone, Emanuele Leone, Nela Lucic, Francesco Memmi, Enrico Sortino, Annamaria Spina",5.2,EUR 50000,,$ 37997,,,,,,
3989,Paraísos artificiales,Paraísos artificiales,2011,2011-02-01,Drama,83,Mexico,Interior13 Cine,"Luisa Pardo, Salomón Hernández, Juan J. Reyes Acuas, Oscar Castillo López, Berdardino Metacio, Brenda Metacio, Leonides Villalobos Ruiz, Isidro Velazquez, Angel Castillo Villalobos, María A. Castillo Villalobos, Oscar Castillo Villalobos",6.5,,,,,,,,,
3990,Kanseitou,Kanseitou,2011,2011-04-09,"Drama, Music, Romance",68,Japan,SME Records,"Ai Hashimoto, Miyuki Matsuda, Gô Rijû, Kento Yamazaki",7.0,,,,,,,,,
3991,Ôzu Den'ô ôru raidâ: Rettsu gô Kamen raidâ,Ôzu Den'ô ôru raidâ: Rettsu gô Kamen raidâ,2011,2011-04-01,"Action, Adventure, Fantasy",90,Japan,ADK,"Shu Watanabe, Dôri Sakurada, Ryosuke Miura, Riho Takada, Ren Kiriyama, Masaki Suda, Rina Akiyama, Yûki Imai, Fumiki Yoshikawa, Yuri Tsunematsu, Roi Hayashi, Seizô Fukumoto, Kenjirô Ishimaru, Isao Sasaki, Hiroshi Michiki",6.4,,,$ 16191842,,,,,,
3992,Sisters & Brothers,Sisters & Brothers,2011,2011-09-08,Comedy,90,Canada,Raven West Films Ltd.,"Cory Monteith, Gabrielle Miller, Amanda Crew, Kacey Rohl, Dustin Milligan, Benjamin Ratner, Camille Sullivan, Tom Scholte, Gabrielle Rose, Leena Manro, Jay Brazeau, Ali Liebert, Manoj Sood, Parm Soor, Michael Eklund",4.9,,,,,,,,,
3993,Vanished,Vanished,2011,2013-10-15,"Mystery, Thriller",90,Australia,Hammer Film Group,"Cassandra Magrath, Carolyn Bock, Stephen Carracher, Damon Hunter, Alan Hopgood, Ross Skiffington, Aston Elliot, Jan Frazier, Dan Purdy, Chloe Guymer, Amanda Armstrong, Bec Asha, Michael F Cahill, Leon Deutsch, Andrew Lyons",4.2,,,,,,,,,
3994,Lollipop Monster,Lollipop Monster,2011,2011-08-25,Drama,90,Germany,Network Movie Film-und Fernsehproduktion,"Jella Haase, Sarah Horvath, Nicolette Krebitz, Thomas Wodianka, Sandra Borgmann, Rainer Sellien, Fritz Hammel, Janusz Kocaj, Koffi Kôkô, Nikeata Thompson, Rafael Stachowiak, Andreas Windhuis, Sybille J. Schedwill, Luci Van Org, Murali Perumal",6.5,,,$ 11075,,,,,,
3995,Waga haha no ki,Waga haha no ki,2011,2012-04-28,Drama,108,Japan,King Records,"Kôji Yakusho, Kirin Kiki, Kaho Minami, Aoi Miyazaki, Erina Mano, Rentarô Mikuni, Takahiro Miura, Harumi Shuhama, Midoriko Kimura, Rie Mimura, Seiji Sasaki, Tomomi Satô, Akiko Kikuchi, Takayasu Komiya, Tateto Serizawa",7.2,,,$ 13575636,,,,,,
3996,Bomb Squad,Bomb Squad,2011,2011-02-25,Action,83,USA,Desert Storm Productions,"Craig Beeman, Andrew Chamberlin, Bob Diven, Joe Duerksen, Dave Edwards, Derek Fisher, Nathan Fulcher, Keagan Karnes, Ed Kruis, Jordan Kruis, Erin Kupay, Melissa Pincomb, Jesse Rogers, Devon Stinson, Sheri Tullis",3.7,$ 12000,,,,,,,,
3997,Calibre 9,Calibre 9,2011,2011-04-23,"Action, Crime, Drama",90,France,Mördred Films,"Laurent Collombert, Nathalie Hauwelle, Phillippe Burel, Philippe Bussière, Christophe Lafargue, Jean-Jacques Lelté, Mory Gueye, Patrick Sabourin, Jean-Pierre Rouane, Marie Therese Izard, Clémentine Decremps, Frédéric Menuet, Jean-Marc Brisset, Bruno Gau, Alain Diackiw",4.5,EUR 45000,,,,,,,,
3998,Beremennyy,Beremennyy,2011,2011-09-08,"Comedy, Fantasy",84,Russia,Enjoy Movies,"Lyudmila Artemeva, Dmitriy Dyuzhev, Ekaterina Ershova, Irina Frolova, Mikhail Galustyan, Ville Haapasalo, Svetlana Khodchenkova, Dmitriy Khrustalyov, Mikhail Pavlik, Anna Sedokova, Dmitry Sharakois, Valentin Smirnitskiy, Viktor Vasilev",4.0,,,$ 8297966,,,,,,
3999,Mantikora,Mantikora,2011,2011-02-11,"Action, Crime, Drama",110,Russia,Atsidum,"Aleksandr Andrienko, Sergey Burunov, Anna Churina, Anna Churova, Anton Eldarov, Nikita Emshanov, Igor Gasparyan, Andrey Gaydulyan, Katya Karenina, Miroslava Karpovich, Lyudmila Khalilullina, Marina Kudelinskaya, Andrey Lavrov, Sofya Ledovskikh, Vladimir Malkov",1.2,,,$ 1666597,,,,,,
4000,Melting Away,Melting Away,2011,2012-01-12,Drama,86,"Israel, Canada",,"Hen Yanni, Yonatan Barak, Limor Goldstein, Shosha Goren, Shay Kadimi, Oded Leopold, Eyal Rozales, Hannan Suissa, Ami Weinberg",6.8,,,,,,,,,
4001,Na kryuchke!,Na kryuchke!,2011,2011-02-03,"Comedy, Romance",86,Russia,Profit,"Svetlana Antonova, Marat Basharov, Lera Gorin, Konstantin Kryukov, Aleksey Makarov, Maksim Matveev, Valeriy Nikolaev, Andrey Rudenskiy, Igor Ugolnikov, Viktor Verzhbitskiy, Ekaterina Vilkova",5.0,,,$ 1997922,,,,,,
4002,The Gerber Syndrome: il contagio,The Gerber Syndrome: il contagio,2011,2013-04-23,"Drama, Horror, Sci-Fi",87,Italy,Indastria Film,"Valentina Bartolo, Elisabetta Fischer, Pia Lanciotti, Nicola Marchitiello, Anna Nevander, Ettore Nicoletti, Sax Nicosia, Luigi Piluso, Roberto Pitta, Beppe Rosso, Federico Tolardo, Costanza Toso",5.5,,,,,,,,,
4003,Aadukalam,Aadukalam,2011,2011-01-14,"Action, Drama, Sport",160,India,Five Star Films,"Dhanush, Taapsee Pannu, Jayabalan, Kishore Kumar G., Aadukalam Naren, V. Jayaprakash, Meenal, Murugadass, Alwa Vasu, Sendrayan, Periya Karuppu Thevar",8.1,INR 200000000,,$ 4997,,,,,,
4004,Bubblegum & Broken Fingers,Bubblegum & Broken Fingers,2011,2011-09-01,"Crime, Drama, Western",110,USA,Somnium Productions,"Camme Tyla, Mandy Williams, Brenna Daly, Jason Nious, Dean Mauro, Kris Mayeshiro, George Harvey Dabling, Andrew Frace, Patty Chong, Paige Vandecar, Nathan Ferrier, Kim Carter, Desiree Iaconetti, James D. Smith Jr., Douglas Pritchard",3.1,$ 24000,,,,,,,,
4005,Case départ,Case départ,2011,2011-07-06,Comedy,94,France,Légende Films,"Fabrice Eboué, Thomas N'Gijol, Stéfi Celma, Eriq Ebouaney, Etienne Chicot, Catherine Hosmalin, David Salles, Franck de la Personne, Joséphine de Meaux, Franck Migeon, Max Baissette de Malglaive, Alain Fromager, Sylvain Tempier, Michel Crémadès, Isabel del Carmen Solar Montalvo",5.8,EUR 6000000,,$ 16374243,,,,,,
4006,Dom,Dom,2011,2011-09-29,Drama,97,"Czech Republic, Slovakia",Fog'n'Desire Films,"Judit Bárdos, Miroslav Krobot, Marian Mitas, Tatjana Medvecká, Lucia Jasková, Marek Geisberg, Ester Geislerová, Katerina Winterová, Pavel Batek, Magdalena Zimová, Matej Hádek, Kristina Adamcová, Luba Konrádová, Beata Meszarosova",6.9,CZK 36700000,,$ 151191,,,,,,
4007,Happy End,Happy End,2011,2011-09-23,"Crime, Drama",97,"Sweden, Denmark",Film i Väst,"Ann Petrén, Malin Buska, Gustaf Skarsgård, Johan Widerberg, Peter Andersson, Mariah Kanninen, David Dencik, Fredric Gildea, Hanna Malmberg, Anna Azcárate, Antony Castle, Marek Chodor, Stefan Cronwall, Åsa Eek Engquist, Anna-Lena Erlandson",5.9,,,,,,,,,
4008,Itinéraire bis,Itinéraire bis,2011,2011-08-03,"Comedy, Romance",80,France,Elia Films,"Fred Testot, Leïla Bekhti, Jean-François Stévenin, Catherine Gandois, Clément Aubert, Franck Belletti, Vianney Guezenec, François Berlinghi, Frédéric Poggi, Jean-Marc Gaggioli, Thomas Bronzini de Caraffa, Laurent Fernandez, Christophe Véricel, Daniel Delorme, Marcelle Stefanelli",5.0,,,$ 1389978,,,,,,
4009,Kaavalan,Kaavalan,2011,2011-01-15,"Action, Drama, Romance",155,India,Ekaveera Creations,"Joseph Vijay, Asin Thottumkal, Raj Kiran, Vadivelu, Roja, Mithra Kurian, Mahadevan, Nizhalgal Ravi, Krishna Kumar, Livingston, Neepa, M.S. Bhaskar, Yuvashree, Madhan Bob, Ajaykumar",6.7,INR 300000000,,$ 79185,,,,,,
4010,L'art de séduire,L'art de séduire,2011,2011-07-27,"Comedy, Romance",84,France,Offshore,"Mathieu Demy, Julie Gayet, Valérie Donzelli, Lionel Abelanski, Élisabeth Vitali, Eva Mazauric, Anne Charrier, Alban Lenoir, Claudine Barjol, Émilie Caen, Catherine Chevron, Juliette Coulon, Violaine Gillibert, Stéphane Godin, Bérénice Marlohe",5.7,,,,,,,,,
4011,La brindille,La brindille,2011,2011-09-21,Drama,81,France,Thelma Films,"Christa Théret, Johan Libéreau, Maud Wyler, Anne Le Ny, Laure Duthilleul, Jean-François Malet, Nina Meurisse, Cyril Gueï, Nicolas Marié, Myriam Bella, Emilie Chesnais, Albert Dupontel, Cathy Ruiz, Françoise Sage, Dimitri Mazzuchini",5.8,,,,,,,,,
4012,Las razones del corazón,Las razones del corazón,2011,2011-10-07,Drama,119,"Mexico, Spain",Fondo de Inversión y Estímulos al Cine (FIDECINE),"Arcelia Ramírez, Vladimir Cruz, Plutarco Haza, Patricia Reyes Spíndola, Alejandro Suárez, Pilar Padilla, Paola Arroyo, Carlos Chávez, Eligio Meléndez, Marta Aura, Horacio Garcia Rojas, Harold Torres, Piedad Montero, Norma Pablo",6.9,,,$ 53070,,,,,,
4013,Bullhead - La vincente ascesa di Jacky,Rundskop,2011,2011-02-02,"Crime, Drama",129,"Belgium, Netherlands",Savage Film,"Matthias Schoenaerts, Jeroen Perceval, Jeanne Dandoy, Barbara Sarafian, Tibo Vandenborre, Frank Lammers, Sam Louwyck, Robin Valvekens, Baudouin Wolwertz, David Murgia, Erico Salamone, Philippe Grand'Henry, Kris Cuppens, Sofie Sente, Kristof Renson",7.4,EUR 2000000,$ 151840,$ 4483147,68.0,,,,,
4014,Scialla! (Stai sereno),Scialla! (Stai sereno),2011,2011-11-18,Comedy,101,Italy,Pupkin Production,"Fabrizio Bentivoglio, Barbora Bobulova, Stefano Brunori, Franco Campiti, Giacomo Ceccarelli, Paola Tiziana Cruciani, Adamo Dionisi, Giuseppe Guarino, Raffaella Lebboroni, Natascia Macchniz, Prince Chidozie Manujibeya, Vinicio Marchioni, Giuliano Perugini, Felice Riotta, Filippo Scicchitano",6.6,,,$ 3264563,,,,,,
4015,Siruthai,Siruthai,2011,2011-01-14,Action,160,India,Studio Green,"Karthi, Tamannaah Bhatia, Santhanam, Avinash, Rajeev Kanakala, Megha Nair, Baby Rakshana, Manobala, Santhana Bharathi, Meera Krishna, Shobana, Meghna Naidu, Amit Tiwari",5.9,INR 110000000,,$ 591700,,,,,,
4016,Svensson Svensson ...i nöd & lust,Svensson Svensson ...i nöd & lust,2011,2011-10-14,Comedy,84,Sweden,Film i Väst,"Suzanne Reuter, Allan Svensson, Peter Dalle, Torkel Petersson, Marie Robertson, Daniel Träff, Cecilia Hjalmarsson, Axel Andersson, Peter Schildt, Cecilia Frode, Ralf Edström, Ronnie Hellström, Roland Sandberg, Ove Kindvall, Benno Magnusson",4.6,,,$ 1564932,,,,,,
4017,Top Cat - Il film,Don gato y su pandilla,2011,2011-09-16,"Animation, Action, Comedy",90,"Mexico, Argentina, USA, Spain, India, Ireland",Anima Estudios,"Jason Harris, Chris Edgerly, Bill Lobley, Ben Diskin, Matthew Piazzi, Melissa Disney, Bob Kaliban, Brian Scott McFadden, Fred Tatasciore, Chris Phillips, Jim Conroy, Sondra James, Danny Mastrogiorgio, Ron McClary, Rob Schneider",4.6,,,$ 16611575,,,,,,
4018,Traffic,Traffic,2011,2011-01-07,"Action, Adventure, Mystery",122,India,Magic Frames,"Sreenivasan, Kunchacko Boban, Sudip Joshy, Rahman, Anoop Menon, Vineeth Sreenivasan, Asif Ali, Sandhya, Roma Asrani, Ramya Nambeeshan, Saikumar, Lena, Jose Prakash, Nivin Pauly, Reena Bashir",8.1,,,,,R,,,,
4019,Jock,Jock,2011,2011,"Animation, Adventure, Comedy",89,"USA, South Africa",Jock Animation,"Bryan Adams, Donald Sutherland, Helen Hunt, Ted Danson, Desmond Tutu, Mandy Patinkin, William Baldwin, Bongani Nxumalo, Theo Landey, Makenzie Hart, Jason Kennett, Michael De Pinna, Anthony Bishop, Robert Hobbs, Dianne Simpson",4.5,,,$ 2008173,,,,,,
4020,Il mio miglior nemico,Mein bester Feind,2011,2011-03-11,"Comedy, Drama, War",109,"Austria, Luxembourg",Aichholzer Filmproduktion,"Moritz Bleibtreu, Georg Friedrich, Ursula Strauss, Marthe Keller, Udo Samel, Uwe Bohm, Rainer Bock, Karl Fischer, Hans-Michael Rehberg, Merab Ninidze, Mirko Roggenbock, Christoph Luser, Klaus Manchen, Claudio Caramaschi, Hubert Mulzer",6.7,,,$ 524855,43.0,,,,,
4021,Ottorzhenie,Ottorzhenie,2011,2011-11-10,"Drama, Mystery, Sci-Fi",90,Ukraine,MMG Films,"Sergey Babkin, Aleksandr Bashirov, Viktoriya Bilan, Agniya Ditkovskite, Oleksandr Pecherytsia, Bohdan Stupka",6.1,$ 1000000,,,,,,,,
4022,Schlafkrankheit,Schlafkrankheit,2011,2011-06-23,Drama,91,"Germany, France, Netherlands",Komplizen Film,"Pierre Bokma, Jean-Christophe Folly, Jenny Schily, Hippolyte Girardot, Maria Elise Miller, Sava Lolov, Francis Noukiatchom, Ali Mvondo Roland, Isacar Yinkou, Ali Barkai, Essono Enyeque, Thierry Hancisse, Leonie Kranzle, Celestin Marie, Nathalie Richard",6.2,,,$ 245317,,,,,,
4023,Slove,Slove,2011,2011-02-22,"Action, Thriller",90,"Russia, USA, Germany",At Group,"Sabina Akhmedova, Darya Balabanova, Aleksey Chadov, Andrey Chadov, Andrey Da!, Pavel Derevyanko, Igor Jijikine, Karina Khidekel, Oleg Sheremet-Doska, Maksim Yudin, Sergey Yushkevich",3.4,,,$ 2625945,,,,,,
4024,White Out,White Out,2011,2011,Drama,85,UK,New Age Film,"Jon Finnegan, Mike McEvoy, Dougie Clark, Nancy Joy Page, Neil Cooper, Gavin Hugh, Leon Simmon, Steven Calder, Farooqi Muskwati, Michele Seidman, Joleen Walton, Sarah Theissen, Ben Ziegler",4.3,,,,,,,,,
