,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company_x,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors_y
1751,Regali da uno sconosciuto - The Gift,The Gift,2015,2016.3.3,"Drama, Mystery, Thriller",108,"USA, Australia, China",English,Joel Edgerton,Joel Edgerton,Blumhouse Productions,7,"$5,000,000 ","$58,980,521 ",77,R,"Jason Bateman, Rebecca Hall, Joel Edgerton, David Denman, Busy Philipps, Allison Tolman, Katie Aselton, Susan May Pratt, Wendell Pierce, Beau Knapp, Tim Griffin, Nash Edgerton, P.J. Byrne, Mirrah Foulkes, Adam Lazarre-White, Felicity Price, Stacey Bender, David Joseph Craig, Beth Crudele, Melinda Allen, Laura Drake Mancini, Jyothsna Venkatesh"
1752,Woodlawn,Woodlawn,2015,2015.10.16,"Drama, Sport",123,USA,English,"Andrew Erwin, Jon Erwin","Jon Erwin, Todd Gerelds",Kevin Downes Productions,6.5,"$12,000,000 ","$14,401,617 ",57,PG,"Sean Astin, Nicholas Bishop, Caleb Castille, Sherri Shepherd, Jon Voight, C. Thomas Howell, DeVon Franklin, Kelly Greyson, Brando Eaton, Virginia Williams, Rhoda Griffis, Harry Alexander, Devin Bright, Lance E. Nichols, Joy Brunson, Jet Jurgensmeyer, Blake Burgess, Kevin Sizemore, Jason Burkey, Michael Entrekin, Carlton Byrd, Brett Rice, Rodney L. Clark, Matthew T. Cook, Richard Kohnke, Kevin Downes, Steven Chester Prince, Jeff Rose, David Kloehr, Kirk B.R. Woller, Danny Vinson, Farris Turner, Marcus Henderson, Lee Perkins, Haley Spates, Dan Vaughan, Tom Mullins, Austin Pollard, Walker Morgan Kendrick, Keith Loy, Stephen Wilson, Tyrell Humphries, Brian Wyatt, Ron Flagge, Jeremy Grimsley, Kristi Averette, Jeff Kruse, Mark Sellors, Doug Markstrom, James Vines, Justin O'Neal, William Ratcliffe, Justin Sanders, Garrett Sutphen, Ray Torillo, Hannah Waits, Justin Johnston, Christopher Snuggs"
1753,Meet the Blacks,Meet the Blacks,2016,2016.4.1,"Comedy, Horror",94,USA,English,Deon Taylor,"Nicole DeMasi, Deon Taylor",Hidden Empire Film Group,4.8,"$900,000 ","$9,097,072 ",26,R,"Mike Epps, Charlie Murphy, Andrew Bachelor, Bresha Webb, George Lopez, Lil Duval, Zulay Henao, Alex Henderson, Mike Tyson, DeRay Davis, Perez Hilton, Kathrien Ahn, Michael Blackson, Kate Enggren, Phil Austin, Jeffrey T Ferguson, Michael Caradonna, Gary Owen"
1755,The Birth of a Nation - Il risveglio di un popolo,The Birth of a Nation,2016,2016.12.14,"Biography, Drama, History",120,"USA, Canada",English,Nate Parker,"Nate Parker, Nate Parker",BRON Studios,6.4,"$8,500,000 ","$16,779,212 ",69,R,"Nate Parker, Armie Hammer, Penelope Ann Miller, Jackie Earle Haley, Mark Boone Jr., Colman Domingo, Aunjanue Ellis, Dwight Henry, Aja Naomi King, Esther Scott, Roger Guenveur Smith, Gabrielle Union"
1756,Jason Bourne,Jason Bourne,2016,2016.9.1,"Action, Thriller",123,"USA, China","English, Greek, German, Japanese",Paul Greengrass,"Paul Greengrass, Christopher Rouse",Universal Pictures,6.6,"$120,000,000 ","$415,484,914 ",58,PG-13,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel, Julia Stiles, Riz Ahmed, Ato Essandoh, Scott Shepherd, Bill Camp, Vinzenz Kiefer, Stephen Kunken, Ben Stylianou, Kaya Yuzuki, Matthew O'Neill, Matthew O'Neil, Lizzie Phillips, Paris Stangl, Matt Blair, Amy DeBhrun, Akie Kotabe, Robin Crouch, Joe Kennard, Miguel Alves-Khan, Gregg Henry, Robert Stanton, Duran Fulton Brown, Charles Jarman, Jay Vincent Diaz, Jorge Luis Alvarez, Richard Anthony Nunez, Sonny Robertson, Frank Roskowski, James Dormuth, Johnny Cicco, Martin Daniel Latham, Dexter Emery, Trevor White, Sasha Larkin, Ava Katharina Maria Hoeller, Shane Williams, Barrie Brown, Stuart Jeffrey Cram, Brian Duda"
1757,Mr. Church,Mr. Church,2016,2016.11.11,"Comedy, Drama",104,USA,English,Bruce Beresford,Susan McMartin,Cinelou Films,7.6,"$8,000,000 ","$685,780 ",37,PG-13,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry, McKenna Grace, Lincoln Melcher, Madison Wolfe, Jenica Bergere, Christian Madsen, Thom Barry, Sara Shearer, Natalie Coughlin, Adriana Leonard, Aileen Burdock, Darius Cottrell, Dora Winifred, Michael Leone, Francisco Javier Gomez, Kelly Lester, Paul Archer, Shawnee Witt, Tatum Abbott, Nick Austin, Dakota Lustick, Wyatt Carnel, Roger E. Reid, Kathleen McMartin"
1758,Playmobil The Movie,Playmobil: The Movie,2019,2019.12.31,"Animation, Adventure, Comedy",99,"France, UK, Germany, China, Canada, USA",English,Lino DiSalvo,"Michael LaBash, Lino DiSalvo",DMG Entertainment,4.8,"$76,628,412 ","$16,349,303 ",25,PG,"Daniel Radcliffe, Adam Lambert, Anya Taylor-Joy, Jim Gaffigan, Gabriel Bateman, Kenan Thompson, Meghan Trainor, Karen Strassman, Ben Diskin, Keith Silverstein, Kirk Thornton, Cindy Robinson, Christopher Corey Smith, Wilson Gonzalez Ochsenknecht, Ian James Corlett"
1759,Molly's Game,Molly's Game,2017,2018.4.19,"Biography, Crime, Drama",140,"China, Canada, USA",English,Aaron Sorkin,"Aaron Sorkin, Molly Bloom",STX Entertainment,7.4,"$30,000,000 ","$59,284,015 ",71,R,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Bill Camp"
1760,Widows - Eredit criminale,Widows,2018,2018.11.15,"Crime, Drama, Thriller",129,"UK, USA","English, Spanish, Polish",Steve McQueen,"Gillian Flynn, Steve McQueen",Regency Enterprises,6.9,"$42,000,000 ","$75,984,700 ",84,R,"Viola Davis, Michelle Rodriguez, Elizabeth Debicki, Cynthia Erivo, Colin Farrell, Brian Tyree Henry, Daniel Kaluuya, Garret Dillahunt, Carrie Coon, Jacki Weaver, Jon Bernthal, Manuel Garcia-Rulfo, Robert Duvall, Liam Neeson, Lukas Haas"
1761,Alpha - Un'amicizia forte come la vita,Alpha,2018,2018.12.6,"Action, Adventure, Drama",96,"USA, Canada, China",English,Albert Hughes,"Daniele Sebastian Wiedenhaupt, Albert Hughes",Studio 8,6.7,"$51,000,000 ","$98,203,196 ",63,PG-13,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Leonor Varela, Natassia Malthe, Priya Rajaratnam, Jens Hultén"
1762,Kicks,Kicks,2016,2016.9.9,"Adventure, Drama",80,USA,English,Justin Tipping,"Joshua Beirne-Golden, Justin Tipping",Animal Kingdom,6.4,"$2,000,000 ","$150,191 ",69,R,"Jahking Guillory, Christopher Jordan Wallace, Christopher Meyer, Kofi Siriboe, Mahershala Ali, Kyndall Ferguson, Justin Hall, Rodney Collins, Joe Njoku, Joe Njoku-Obi, Stanley Cox, Zinnia Vilce, Lamont Johnson, Destiny Hutson, Michael Smith Jr., Michael Smith Jr., Donté Clark, Donté Clark, Dante Clark, Rudy Corpuz, James McKenzie Robinson, Nessma Ismail, Charles Glover, Molly Shaiken, Rxchie, Koran Streets, Dante E. Clark"
1763,Miracoli dal cielo,Miracles from Heaven,2016,2016.3.16,"Biography, Drama, Family",109,USA,English,Patricia Riggen,"Christy Beam, Randy Brown",Columbia Pictures,7.1,"$13,000,000 ","$73,983,003 ",44,PG,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino, Courtney Fansler, John Carroll Lynch, Eugenio Derbez, Queen Latifah, Hannah Alligood, Gregory Alan Williams, Wayne Pére, Kelly Collins Lintz, Erica Allen McGee, Brandon Spink, Rhoda Griffis, Bruce Altman, Zach Sale, Gwen Waymon, Kenny Alfonso, John Crow, Kevin Sizemore, J.M. Longoria, Preston Baker, Maia Moss-Fife, Matt Mercurio, Suehyla El-Attar, Paul Andrew O'Connor, Norma Alvarez, Adam Drescher, Anne Holt, Kim Banta, Emerald Robinson, Judd Lormand, Shea McHugh, Summer Parker, Mac Powell, Bryce Daniel Zentkovich, Christina Bach Norman, Stephen Matthew Smith, Brian Bremer, Neil Redick, Christy Beam, Annabel Beam, Kevin Beam, Jose Garza, Abigail Beam, Adelynn Beam, Sunshine Bartell, Morgan Burch, Harvest Parker, John Andrew, Jennifer Finley, Barbara Lynn Vincent"
1764,Grandma,Grandma,2015,2015.9.18,"Comedy, Drama",79,USA,English,Paul Weitz,Paul Weitz,Depth of Field,6.7,"$600,000 ","$7,205,073 ",77,R,"Lily Tomlin, Julia Garner, Marcia Gay Harden, Julian Garner, Judy Greer, Laverne Cox, Sam Elliott, Nat Wolff, John Cho, Elizabeth Peña, Frank Collison, Sarah Burns, Mo Aboul-Zelof, Skya Chanadet, Meg Crosbie, Don R. McManus, Willem Miller, Kelsey Scott, Reggie Watkins, Amir Talai, Carlos Miranda, Marlene Martinez, Missy Doty, Colleen Camp"
1765,The Founder,The Founder,2016,2017.1.12,"Biography, Drama",115,"USA, Greece","English, Yiddish",John Lee Hancock,Robert Siegel,The Weinstein Company,7.2,"$25,000,000 ","$24,121,245 ",66,PG-13,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini, Patrick Wilson, B.J. Novak, Laura Dern, Justin Randell Brooke, Katie Kneeland, Kate Kneeland, Griff Furst, Wilbur Fitzgerald, David Devries, Andrew Benator, Cara Mantella, Randall Taylor, Lacey King, Jeremy Madden, Rebecka Ray, Adam Rosenberg, Jacinte Blackenship, Jacinte Blankenship, Charles Green, David Silverman (XI), Mike Pniewski, Catherine Dyer, Susan Williams, Franco Castan, Kenny Alfonso, Kabby Borders, Valeri Rogers, Nicolette Goetz, Lauren Denham, Abbey Ferrell, Victor McCay, Steve Coulter, Ric Reitz, Joy Glover Walters, Makabe Ganey, Jody Thompson, Chris Greene, Conrad Whitaker, Afemo Omilami, Joshua Henry, Kim Banta, Devon Ogden, Gerald L. Duckworth, Jen Cohen, Jen Cohn"
1767,The Circle,The Circle,2017,2017.4.27,"Drama, Sci-Fi, Thriller",110,"United Arab Emirates, USA, France",English,James Ponsoldt,"James Ponsoldt, Dave Eggers",1978 Films,5.3,"$18,000,000 ","$40,656,399 ",43,PG-13,"Emma Watson, Tom Hanks, John Boyega, Karen Gillan, Ellar Coltrane, Patton Oswalt, Glenne Headly, Bill Paxton"
1768,Lady Macbeth,Lady Macbeth,2016,2017.6.15,"Drama, Romance",89,UK,English,William Oldroyd,"Nikolai Leskov, Alice Birch",Sixty-Six Pictures,6.8,"$698,725 ","$5,401,447 ",76,R,"Florence Pugh, Christopher Fairbank, Cosmo Jarvis, Paul Hilton (II), Naomi Ackie, Bill Fellows, Anton Palmer, Rebecca Manley, Fleur Houdijk, Cliff Burnett, David Kirkbride, Nicholas Lumley, Raymond Finn, Ian Conningham, Finn Burridge, Kema Slkazwe, Elliot Sinclair, Jack Robertson, Andrew Davis, Alan Billingham"
1769,Kubo e la spada magica,Kubo and the Two Strings,2016,2016.11.3,"Animation, Action, Adventure",101,"USA, Japan",English,Travis Knight,"Marc Haimes, Chris Butler",Focus Features,7.8,"$60,000,000 ","$76,249,438 ",84,PG,"Cary-Hiroyuki Tagawa, Meyrick Murphy, Alpha Takahashi, Aaron Aoki, Luke Donaldson, Saemi Nakamura"
1771,Julieta,Julieta,2016,2016.5.26,"Drama, Mystery, Romance",99,Spain,Spanish,Pedro Almod�_ar,"Pedro Almod�_ar, Alice Munro",Echo Lake Entertainment,7.1,"$1,642,037 ","$22,468,044 ",73,R,"Emma Suárez, Adriana Ugarte, Daniel Grao, Inma Cuesta, Darío Grandinetti, Michelle Jenner, Rossy de Palma, Pilar Castro, Susi Sánchez, Joaquín Notario, Blanca Pares, Priscilla Delgado, Ariadna Matín, Ariadna Matín, Nathalie Poza, Joaquín Notario"
1772,The Bad Batch,The Bad Batch,2016,2017.10.1,"Drama, Horror, Romance",118,USA,English,Ana Lily Amirpour,Ana Lily Amirpour,Human Stew Factory,5.3,"$6,000,000 ","$201,890 ",62,R,"Suki Waterhouse, Jason Momoa, Giovanni Ribisi, Keanu Reeves, Yolonda Ross, Jim Carrey"
1773,Ouija: L'origine del male,Ouija: Origin of Evil,2016,2016.10.27,"Drama, Horror, Mystery",99,USA,"English, Ukrainian",Mike Flanagan,"Mike Flanagan, Jeff Howard",Allspark Pictures,6.1,"$9,000,000 ","$81,705,746 ",65,PG-13,"Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas, Parker Mack, Halle Charlton, Alexis G. Zall, Doug Jones, Kate Siegel, Sam Anderson, Chelsea Gonzalez, Lincoln Melcher, Nicholas Keenan, Michael Weaver, Ele Keats, Eve Gordon, Chad Heffelfinger, Nina Mansker, John Prosky, Lin Shaye"
1774,In viaggio verso un sogno - The Peanut Butter Falcon,The Peanut Butter Falcon,2019,2020.6.15,"Comedy, Drama",97,USA,English,"Tyler Nilson, Michael Schwartz","Tyler Nilson, Michael Schwartz",Armory Films,7.6,"$6,200,000 ","$23,620,709 ",70,PG-13,"Shia LaBeouf, Dakota Johnson, Zack Gottsagen, John Hawkes, Ann Owens Pierce, Thomas Haden Church, Rob Thomas, Jon Bernthal, Tim Zajaros, Deja Dee, Lee Spencer, Mark Helms, Michael Berthold, Bruce Henderson, Wayne Dehart"
1775,Extraction,Extraction,2015,2015.12.18,"Action, Thriller",92,"USA, UK, Canada",English,Steven C. Miller,"Umair Aleem, Max Adams",Emmett/Furla/Oasis Films (EFO Films),4.1,"$12,000,000 ","$710,636 ",25,R,"Bruce Willis, D.B. Sweeney, Dan Bilzerian, Gina Carano, Kellan Lutz, Steve Coulter, Summer Altice, Nicole Victoria Gomez, Lydia Hull, Joshua Mikel, Tyler Jon Olson, Roman Mitichyan, Nikki BreAnne Wells, Christopher Rob Bowen, Robert Steinberg, David Gordon, Nick Loeb, Sierra Love, Nathan Varnson, Richard Chance, John Dauer, Linda Lind, Olga Valentina, Jeffrey Patterson, Sydney Fine, Jillian Sheen, Martin Blencowe, Jacques L. Devore, Lindsey Pelas, Jenna Kelly"
1778,Una vita da gatto,Nine Lives,2016,2016.12.7,"Comedy, Drama, Family",87,"France, China, Canada",English,Barry Sonnenfeld,"Gwyn Lurie, Matt Allen",EuropaCorp,5.3,"$30,000,000 ","$57,814,445 ",11,PG,"Kevin Spacey, Jennifer Garner, Christopher Walken, Malina Weissman, Teddy Sears, Talitha Bateman, Jay Patterson, Robbie Amell, Cheryl Hines, Mark Consuelos, Jewelle Blackman, Serge Houde, Mark Camacho, Christopher Wilding, Kyle Gatehouse, Ellen David, Camille Ross, Jack Hallett, Tristan D. Lalla, Brad Aldous, Julianne Jain, Jason Cavalier, Jason Blicker, Kwasi Songui, Robert Harrison, Lori Graham, Sook Hexamer, Emilee Veluz, Melissa Duncan, Melissa Duncan-Seon, David-Alexandre Coiteux, Meghan Gabruch, Jon Olson, Chloe Sonnenfeld, Barry Sonnenfeld"
1779,Le donne della mia vita,20th Century Women,2016,2017.1.20,"Comedy, Drama",119,USA,English,Mike Mills,Mike Mills,A24,7.3,"$7,000,000 ","$7,214,806 ",83,R,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup, Alison Elliott, Thea Gill, Vitaly A. Lebeau, Olivia Hone, Waleed Zuaiter, Curran Walters, Darrell Britt-Gibson, Alia Shawkat, Nathalie Love, Cameron Protzman, Victoria Bruno, John Billingsley, Cameron Gellman, Finnegan Bell, Zoe Nanos, Lauren Foley, Gareth Williams, J. Francisco Rodriguez, Zoë Worth, Finn Roberts, Laura Wiggins, Rick Gifford, Paul Tigue, Matthew Foster, Kirk Bovill, Victoria Hoffman, Christina Andrea Offley, Randy Ryan, Diana Bostan, Toni Gaal, Tanya Young, Hans-Peter Thomas, Kai Lennox, Paul Messinger, Eric Wentz, Sam Gros, Britt Sanborn, Alexis Milan Turner, Catherine Zelinsky, Boyce Buchanan, Kyle Olivia Green, Sam Marsh, Antonia Marie Vivino, Sara Pelayo, Annabelle Lee, Avi Boyko, Tyler Leyva, Cameron Simon, Christopher Carroll, Hayden Gold, Al Wexo, Peter Mason, Padriac Cassidy, Matthew Cardarople, Toni Christopher, Jesse Sanes, Sam Bosson, Ian Logan, Patrick Pastor, Trent Bowman, Justin T. Rivera, Desmond Shepherd, Joshua Burge, Daniel Dorr"
1780,The Ballad of Lefty Brown,The Ballad of Lefty Brown,2017,2017.12.15,"Action, Drama, Western",111,USA,English,Jared Moshe,"Jared Moshe, Jared Moshe",Higher Content,6.3,"$8,000,000 ","$7,856 ",64,R,"Bill Pullman, Kathy Baker, Jim Caviezel, Tommy Flanagan, Peter Fonda, Diego Josef, Joe Anderson (VI)"
1781,In Dubious Battle - Il coraggio degli ultimi,In Dubious Battle,2016,2017.6.8,"Crime, Drama, History",110,USA,English,James Franco,"Matt Rager, John Steinbeck",Thats Hollywood,6.1,"$15,000,000 ","$213,982 ",43,R,"James Franco, Nat Wolff, Vincent D'Onofrio, Selena Gomez, Ed Harris, Josh Hutcherson, Sam Shepard, Zach Braff, Robert Duvall, Bryan Cranston, Analeigh Tipton"
1782,Un amore di collega,It Had to Be You,2015,2016.10.21,"Comedy, Music, Romance",85,USA,English,Sasha Gordon,"Levi Abrino, Sasha Gordon",It Had To Be You,5.4,"$18,000,000 ","$7,162 ",68,R,"Cristin Milioti, Dan Soder, Halley Feiffer, Mark Gessner, Kate Simses, Erica Sweany, Danny Defararri, Rachel York, Kyle Mooney, Nick Mennell, Nicolo Grelli, William Stephensen, Autumn Stein, Rana Roy, Baby Lucas, Michael Simon Hall, Marie-Agnes Geha, David Ross, Laura Sametz, Kate Cullen Roberts, Hutchi Hancock, Bryce Pinkham"
1783,John Wick - Capitolo 2,John Wick: Chapter 2,2017,2017.3.16,"Action, Crime, Thriller",122,"USA, Italy, Hong Kong, Canada","English, Italian, Russian",Chad Stahelski,"Derek Kolstad, Derek Kolstad",Summit Entertainment,7.5,"$40,000,000 ","$173,418,558 ",75,R,"Keanu Reeves, John Leguizamo, Bridget Moynahan, Thomas Sadoski, Ruby Rose, Lance Reddick, Ian McShane, Common, Margaret Daly, Riccardo Scamarcio, Peter Stormare, Laurence Fishburne, Franco Nero"
1784,Cattivi vicini 2,Neighbors 2: Sorority Rising,2016,2016.6.30,Comedy,92,"USA, China",English,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien",Universal Pictures,5.7,"$35,000,000 ","$108,007,109 ",58,R,"Seth Rogen, Zac Efron, Rose Byrne, Chloë Grace Moretz, Kiersey Clemons, Selena Gomez, Dave Franco, Lisa Kudrow, Ike Barinholtz, Christopher Mintz-Plasse, Carla Gallo, John Early, Johnny Pemberton, Kyle Mooney, Ian Gregg, Jacob Wysocki, Liz Cackowski, Kelsey Grammer, Sam Richardson, Billy Eichner, Brian Huskey, Elise Vargas, Jerrod Carmichael, Clara Mamet, Awkwafina, Hannibal Buress, Zoey Vargas, Abbi Jacobson, Miles Armstrong, Kemuel Crossty, Cameron Hillman, Denryc Hill, Cameron Hill, Brian K. Johnson, Robert Windsor Jones Jr., Harrison Thacker, Robert Windsor Jones Jr., Ciara Bravo, Beanie Feldstein, Brandon Trost, Nicholas Stoller, Maria Blasucci, Andrew Jay Cohen, Joseph Drake, Ted Gidlow, Evan Goldberg, Nathan Kahane, Amanda Lund"
1785,Supercon,Supercon,2018,2018.12.26,"Action, Comedy",100,USA,English,Zak Knutson,"Zak Knutson, Andy Sipes",MOmentum Productions,3.6,"$5,500,000 ","$3,982 ",9,R,"Ryan Kwanten, Maggie Grace, Mike Epps, Russell Peters, Clancy Brown, John Malkovich, Brooks Braselman, Caroline Fourmy, George Murdoch, Donald Watkins, Hunter Burke, Anthony Nguyen, CariDee English, Jeff Pope, Devyn Tyler, Zak Knutson, Matthew Shurley, Candi Brooks"
1788,Shaft,Shaft,2019,2019.6.28,"Action, Comedy, Crime",111,USA,English,Tim Story,"Ernest Tidyman, Kenya Barris",Davis Entertainment,6.4,"$35,000,000 ","$21,360,215 ",40,R,"Samuel L. Jackson, Jessie T. Usher, Regina Hall, Alexandra Shipp, Matt Lauria, Titus Welliver, Method Man, Richard Roundtree, Avan Jogia, Luna Lauren Vélez"
1789,Cinquanta sfumature di nero,Fifty Shades Darker,2017,2017.2.9,"Drama, Romance",118,"USA, China, Japan",English,James Foley,"Niall Leonard, E.L. James",Universal Pictures,4.6,"$55,000,000 ","$381,545,846 ",33,R,"Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Dylan Neal, Victor Rasuk, Eloise Mumford, Bella Heathcote, Max Martini, Kim Basinger, Marcia Gay Harden, Bruce Altman, Andrew Airlie, Robinne Lee, Amy Price-Francis, Fay Masterson, Ryker Brown, Logan Brown, John Callander, Carmen Dollard, Ellen Ewusie, Elizabeth McLaughlin, Albert Nicholas, Stephan Miers, Michael Meneer, Michael St. John Smith, Derek Green, Michelle Harrison, Mark DeCarlo, Bill Dow, Ashleigh LaThrop, Stephanie Florian, Julia Dominczak, Shiraine Haas, Colin Lawrence, Lucia Walters, Brooke Johnston, Paniz Zade, Carmel Amit, Isaiah Dobbs, Gala Crooner, Jose James, Otis Brown, Josh Hari, Rob Compton, Neezar Joseph Elferzeli, Ryan Mellors, Chris Murdoch, Gary Hudson"
1790,Paddington 2,Paddington 2,2017,2017.11.9,"Adventure, Comedy, Family",103,"UK, France, USA, China, Canada",English,Paul King,"Paul King, Simon Farnaby",StudioCanal,7.8,"$40,000,000 ","$227,978,645 ",88,PG,"Hugh Grant, Ben Whishaw, Brendan Gleeson, Hugh Bonneville, Sally Hawkins, Julie Walters, Jim Broadbent, Peter Capaldi, Madeleine Harris, Samuel Joslin, Imelda Staunton"
1791,Cinquanta sfumature di rosso,Fifty Shades Freed,2018,2018.2.8,"Drama, Romance, Thriller",105,USA,English,James Foley,"Niall Leonard, E.L. James",Perfect World Pictures,4.5,"$55,000,000 ","$371,985,018 ",31,R,"Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Jennifer Ehle, Eloise Mumford, Max Martini, Callum Keith Rennie, Bruce Altman, Arielle Kebbel, Robinne Lee, Brant Daugherty, Marcia Gay Harden, Kim Basinger, Amy Price-Francis, Fay Masterson, Ashleigh LaThrop, Tyler Hoechlin"
1792,Gifted - Il dono del talento,Gifted,2017,2017.11.1,Drama,101,USA,English,Marc Webb,Tom Flynn,Dayday Films,7.6,"$7,000,000 ","$43,069,254 ",60,PG-13,"Chris Evans, McKenna Grace, Lindsay Duncan, Octavia Spencer, Jenny Slate, Glenn Plummer, John M. Jackson, John Finn, Elizabeth Marvel, Candace B. Harris, Jon Sklaroff, Jona Xiao, Julie Ann Emery, Keir O'Donnell, Maia Moss-Fife, Brody Rose, Joe Chrest, Ashley Thomas, Danielle Deadwyler, Jack Landry, Karleigh Chase, Will Buie Jr., Desmond Phillips"
1793,Casa Casin�,The House,2017,2017.8.10,"Comedy, Crime",88,USA,English,Andrew Jay Cohen,"Brendan O'Brien, Andrew Jay Cohen",Gary Sanchez Productions,5.6,"$40,000,000 ","$34,184,504 ",30,R,"Will Ferrell, Amy Poehler, Jason Mantzoukas, Nick Kroll, Allison Tolman, Michaela Watkins, Ryan Simpkins, Jessie Ennis, Rob Huebel, Cedric Yarbrough, Jeremy Renner, Andrea Savage, Toni French, Adam Reeser, Andy Buckley (II)"
1794,Chiudi gli occhi,All I See Is You,2016,2018.7.11,"Drama, Mystery, Romance",109,"Thailand, USA",English,Marc Forster,"Sean Conway, Marc Forster",2DUX�,5.4,"$30,000,000 ","$678,150 ",43,R,"Blake Lively, Jason Clarke, Ahna O'Reilly, Danny Huston, Yvonne Strahovski, Miquel Fernández, Wes Chatham, Kaitlin Orem, Johanna Wallmeier, Stacee Vatanapan"
1795,Maze Runner - La rivelazione,Maze Runner: The Death Cure,2018,2018.2.1,"Action, Adventure, Sci-Fi",143,USA,English,Wes Ball,"T.S. Nowlin, James Dashner",Gotham Group,6.2,"$62,000,000 ","$288,175,335 ",50,PG-13,"Kaya Scodelario, Thomas Sangster, Rosa Salazar, Giancarlo Esposito, Dexter Darden, Aidan Gillen, Ki Hong Lee, Barry Pepper, Patricia Clarkson, Walton Goggins"
1796,Proprio lui?,Why Him?,2016,2017.1.26,Comedy,111,"USA, Cambodia","English, Khmer",John Hamburg,"John Hamburg, Ian Helfer",Twentieth Century Fox,6.2,"$38,000,000 ","$118,102,725 ",39,R,"Bryan Cranston, James Franco, Zoey Deutch, Megan Mullally, Cedric the Entertainer, Keegan-Michael Key, Griffin Gluck, Andrew Rannells, Adam DeVine, Zack Pearlman"
