,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2
6720,2012,Agent Ranjid rettet die Welt,Agent Ranjid rettet die Welt,2012-10-18,Comedy,78,Germany,Westside Filmproduktion GmbH,3.2,,,,,,,$,3891097,EUR,5000000
6731,2012,Saguni,Saguni,2012-06-22,"Action, Comedy, Drama",148,India,Dream Warrior Pictures,4.5,,,,,,,$,122345,INR,250000000
6736,2013,I sogni segreti di Walter Mitty,The Secret Life of Walter Mitty,2013-12-19,"Comedy, Drama, Fantasy",114,"USA, UK",Twentieth Century Fox,7.3,54.0,NR,,,,,$,188133322,$,90000000
6738,2013,42 - La vera storia di una leggenda americana,42,2013-04-12,"Biography, Drama, Sport",128,USA,Warner Bros.,7.5,62.0,PG-13,,,,,$,97470701,$,40000000
6741,2013,I Croods,The Croods,2013-03-21,"Animation, Action, Adventure",98,USA,DreamWorks Animation,7.2,55.0,PG,"Chris Sanders, Kirk DeMicco and Kristine Belson",ANIMATED FEATURE FILM,False,,$,587204668,$,135000000
6746,2013,Syrup,Syrup,2013-05-01,"Comedy, Drama, Romance",90,USA,Lila 9th Productions,5.7,,R,,,,,$,663,$,2500000
6748,2013,L'uomo d'acciaio,Man of Steel,2013-06-20,"Action, Adventure, Sci-Fi",143,"USA, UK",Warner Bros.,7.0,55.0,PG-13,,,,,$,668045518,$,225000000
6750,2013,L'incredibile Burt Wonderstone,The Incredible Burt Wonderstone,2013-03-15,Comedy,100,USA,New Line Cinema,5.9,44.0,PG-13,,,,,$,27437881,$,30000000
6751,2013,Dallas Buyers Club,Dallas Buyers Club,2014-01-30,"Biography, Drama",117,USA,Truth Entertainment (II),8.0,80.0,R,Matthew McConaughey,ACTOR IN A LEADING ROLE,True,,$,55736588,$,5000000
6752,2013,Dallas Buyers Club,Dallas Buyers Club,2014-01-30,"Biography, Drama",117,USA,Truth Entertainment (II),8.0,80.0,R,Jared Leto,ACTOR IN A SUPPORTING ROLE,True,,$,55736588,$,5000000
6753,2013,Dallas Buyers Club,Dallas Buyers Club,2014-01-30,"Biography, Drama",117,USA,Truth Entertainment (II),8.0,80.0,R,John Mac McMurphy and Martin Pensa,FILM EDITING,False,,$,55736588,$,5000000
6754,2013,Dallas Buyers Club,Dallas Buyers Club,2014-01-30,"Biography, Drama",117,USA,Truth Entertainment (II),8.0,80.0,R,Adruitha Lee and Robin Mathews,MAKEUP AND HAIRSTYLING,True,,$,55736588,$,5000000
6755,2013,Dallas Buyers Club,Dallas Buyers Club,2014-01-30,"Biography, Drama",117,USA,Truth Entertainment (II),8.0,80.0,R,"Robbie Brenner and Rachel Winter, Producers",BEST PICTURE,False,,$,55736588,$,5000000
6756,2013,Dallas Buyers Club,Dallas Buyers Club,2014-01-30,"Biography, Drama",117,USA,Truth Entertainment (II),8.0,80.0,R,Written by Craig Borten & Melisa Wallack,WRITING (Original Screenplay),False,,$,55736588,$,5000000
6757,2013,R.I.P.D. - Poliziotti dall'aldilà,R.I.P.D.,2013-09-12,"Action, Adventure, Comedy",96,USA,Universal Pictures,5.6,25.0,PG-13,,,,,$,78324220,$,130000000
6758,2013,Scary Movie 5,Scary Movie 5,2013-04-18,"Comedy, Horror",88,USA,Dimension Films,3.5,11.0,PG-13,,,,,$,78378744,$,20000000
6759,2013,Devil's Knot - Fino a prova contraria,Devil's Knot,2014-05-08,"Biography, Crime, Drama",114,USA,Worldview Entertainment,6.1,42.0,NR,,,,,$,2033154,$,15000000
6760,2013,La mula,La mula,2013-05-10,"Comedy, Drama",100,"Spain, UK",Gheko Films,5.8,,,,,,,$,630287,EUR,9500000
6761,2013,Storia di una ladra di libri,The Book Thief,2014-03-27,"Drama, War",131,"USA, Germany",Fox 2000 Pictures,7.6,53.0,PG-13,John Williams,MUSIC (Original Score),False,The Book Thief,$,76586316,$,19000000
6762,2013,World War Z,World War Z,2013-06-27,"Action, Adventure, Horror",116,"USA, UK, Malta",Paramount Pictures,7.0,63.0,PG-13,,,,,$,540007876,$,190000000
6763,2013,The Power of Few,The Power of Few,2013-02-15,"Action, Crime, Drama",96,USA,Steelyard Pictures,5.2,,,,,,,$,45659,$,4000000
6764,2013,Approaching Midnight,Approaching Midnight,2013-08-30,"Crime, Drama, Romance",86,USA,12 AM Pictures,4.2,,,,,,,$,2795,$,100000
6765,2013,Epic - Il mondo segreto,Epic,2013-05-23,"Animation, Adventure, Family",102,USA,Twentieth Century Fox Animation,6.7,52.0,PG,,,,,$,268426634,$,100000000
6766,2013,Snitch - L'infiltrato,Snitch,2013-05-01,"Action, Drama, Thriller",112,"USA, United Arab Emirates, UK",Exclusive Media Group,6.4,51.0,PG-13,,,,,$,57824674,$,15000000
6767,2013,Il magico mondo di Oz,Legends of Oz: Dorothy's Return,2014-06-12,"Animation, Adventure, Family",88,"USA, India",Summertime Entertainment (II),5.1,25.0,PG,,,,,$,21755418,$,70000000
6768,2013,The Wolf of Wall Street,The Wolf of Wall Street,2014-01-23,"Biography, Crime, Drama",180,USA,Red Granite Pictures,8.2,75.0,R,Leonardo DiCaprio,ACTOR IN A LEADING ROLE,False,The Wolf of Wall Street,$,392000694,$,100000000
6769,2013,The Wolf of Wall Street,The Wolf of Wall Street,2014-01-23,"Biography, Crime, Drama",180,USA,Red Granite Pictures,8.2,75.0,R,Jonah Hill,ACTOR IN A SUPPORTING ROLE,False,The Wolf of Wall Street,$,392000694,$,100000000
6770,2013,The Wolf of Wall Street,The Wolf of Wall Street,2014-01-23,"Biography, Crime, Drama",180,USA,Red Granite Pictures,8.2,75.0,R,Martin Scorsese,DIRECTING,False,The Wolf of Wall Street,$,392000694,$,100000000
6771,2013,The Wolf of Wall Street,The Wolf of Wall Street,2014-01-23,"Biography, Crime, Drama",180,USA,Red Granite Pictures,8.2,75.0,R,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",BEST PICTURE,False,The Wolf of Wall Street,$,392000694,$,100000000
6772,2013,The Wolf of Wall Street,The Wolf of Wall Street,2014-01-23,"Biography, Crime, Drama",180,USA,Red Granite Pictures,8.2,75.0,R,Screenplay by Terence Winter,WRITING (Adapted Screenplay),False,The Wolf of Wall Street,$,392000694,$,100000000
6774,2013,The Pardon,The Pardon,2013-03-22,Crime,120,USA,The Pardon Group,5.5,,,,,,,$,8845,$,5000000
6776,2013,Krrish 3,Krrish 3,2013-11-01,"Action, Sci-Fi",152,India,Film Kraft,5.2,,NR,,,,,$,4170204,INR,1150000000
6778,2013,Adult World,Adult World,2014-02-14,"Comedy, Drama",97,USA,Treehouse Pictures,6.1,61.0,R,,,,,$,37887,$,4000000
6781,2013,Lone Survivor,Lone Survivor,2014-02-20,"Action, Biography, Drama",121,"USA, UK",Film 44,7.5,60.0,R,Wylie Stateman,SOUND EDITING,False,,$,154802912,$,40000000
6782,2013,Lone Survivor,Lone Survivor,2014-02-20,"Action, Biography, Drama",121,"USA, UK",Film 44,7.5,60.0,R,"Andy Koyama, Beau Borders and David Brownlow",SOUND MIXING,False,,$,154802912,$,40000000
6783,2013,The Colony,The Colony,2013-09-20,"Action, Sci-Fi, Thriller",95,"Canada, USA",Alcina Pictures,5.3,28.0,NR,,,,,$,321310,$,16000000
6785,2013,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013-12-12,"Adventure, Fantasy",161,"New Zealand, USA",Metro-Goldwyn-Mayer (MGM),7.8,66.0,PG-13,Brent Burge and Chris Ward,SOUND EDITING,False,,$,958366855,$,225000000
6786,2013,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013-12-12,"Adventure, Fantasy",161,"New Zealand, USA",Metro-Goldwyn-Mayer (MGM),7.8,66.0,PG-13,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",SOUND MIXING,False,,$,958366855,$,225000000
6787,2013,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013-12-12,"Adventure, Fantasy",161,"New Zealand, USA",Metro-Goldwyn-Mayer (MGM),7.8,66.0,PG-13,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",VISUAL EFFECTS,False,,$,958366855,$,225000000
6788,2013,L'amore in valigia,Baggage Claim,2013-10-10,"Comedy, Romance",96,USA,Fox Searchlight Pictures,5.1,34.0,PG-13,,,,,$,22871096,$,8500000
6789,2013,Jack et la mécanique du coeur,Jack et la mécanique du coeur,2014-02-05,"Animation, Adventure, Drama",94,"France, Belgium",EuropaCorp,7.0,56.0,,,,,,$,3484370,$,33746302
6793,2013,Black to the Moon 3D,Black to the Moon 3D,2013-02-15,"Animation, Adventure, Comedy",81,"Spain, Italy, France",Baleuko S.L.,3.3,,,,,,,$,175802,$,15000000
6794,2013,Last Vegas,Last Vegas,2014-01-23,"Comedy, Drama",105,USA,CBS Films,6.6,48.0,PG-13,,,,,$,134409025,$,28000000
6796,2013,Il fuoco della vendetta - Out of the Furnace,Out of the Furnace,2014-08-27,"Action, Crime, Drama",116,"UK, USA",Appian Way,6.8,63.0,R,,,,,$,15661554,$,22000000
6797,2013,The Lone Ranger,The Lone Ranger,2013-07-03,"Action, Adventure, Comedy",150,USA,Walt Disney Pictures,6.4,37.0,PG-13,Joel Harlow and Gloria Pasqua-Casny,MAKEUP AND HAIRSTYLING,False,,$,260502115,$,215000000
6798,2013,The Lone Ranger,The Lone Ranger,2013-07-03,"Action, Adventure, Comedy",150,USA,Walt Disney Pictures,6.4,37.0,PG-13,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",VISUAL EFFECTS,False,,$,260502115,$,215000000
6799,2013,Escape Plan - Fuga dall'inferno,Escape Plan,2013-10-17,"Action, Thriller",115,USA,Summit Entertainment,6.7,49.0,R,,,,,$,137328301,$,50000000
6800,2013,La fine del mondo,The World's End,2013-09-26,"Comedy, Sci-Fi",109,"UK, USA, Japan",Universal Pictures,7.0,81.0,R,,,,,$,46089287,$,20000000
6802,2013,Anchorman 2 - Fotti la notizia,Anchorman 2: The Legend Continues,2013-12-18,Comedy,119,USA,Paramount Pictures,6.3,61.0,PG-13,,,,,$,173649931,$,50000000
6803,2013,Broken City,Broken City,2013-02-07,"Action, Crime, Drama",109,USA,Emmett/Furla/Oasis Films (EFO Films),6.2,49.0,R,,,,,$,34737199,$,35000000
6806,2013,Facciamola finita,This Is the End,2013-07-18,Comedy,107,USA,Columbia Pictures,6.6,67.0,R,,,,,$,126041322,$,32000000
6811,2013,Cani sciolti,2 Guns,2013-10-24,"Action, Comedy, Thriller",109,USA,Universal Pictures,6.7,55.0,R,,,,,$,131940411,$,61000000
6814,2013,Wedding Palace,Wedding Palace,2013-09-27,"Comedy, Romance",98,USA,GoGoGo Entertainment,5.8,42.0,NR,,,,,$,27183,$,1000000
6815,2013,La casa,Evil Dead,2013-05-09,"Fantasy, Horror, Thriller",91,USA,TriStar Pictures,6.5,57.0,R,,,,,$,97542952,$,17000000
6816,2013,Dietro i candelabri,Behind the Candelabra,2013-12-05,"Biography, Drama, Music",118,USA,HBO Films,7.0,,NR,,,,,$,13352609,$,23000000
6817,2013,Iron Man 3,Iron Man Three,2013-04-24,"Action, Adventure, Sci-Fi",130,USA,Marvel Studios,7.2,62.0,,,,,,$,1214811252,$,200000000
6822,2013,Oldboy,Oldboy,2013-12-05,"Action, Drama, Mystery",104,USA,Good Universe,5.7,49.0,R,,,,,$,5186767,$,30000000
6823,2013,Oldboy,Oldboy,2013-12-05,"Action, Drama, Mystery",104,USA,Good Universe,5.7,49.0,R,,,,,$,5186767,$,30000000
6824,2013,Gangster Squad,Gangster Squad,2013-02-21,"Action, Crime, Drama",113,USA,Warner Bros.,6.7,40.0,R,,,,,$,105200903,$,60000000
6825,2013,I segreti di Osage County,August: Osage County,2014-01-30,"Comedy, Drama",121,USA,The Weinstein Company,7.2,58.0,R,Meryl Streep,ACTRESS IN A LEADING ROLE,False,August: Osage County,$,74188937,$,25000000
6826,2013,I segreti di Osage County,August: Osage County,2014-01-30,"Comedy, Drama",121,USA,The Weinstein Company,7.2,58.0,R,Julia Roberts,ACTRESS IN A SUPPORTING ROLE,False,August: Osage County,$,74188937,$,25000000
6827,2013,Cate McCall - Il confine della verità,The Trials of Cate McCall,2013-11-28,"Crime, Drama",89,USA,Sunrise Films (II),6.3,,,,,,,$,249601,$,7000000
6828,2013,The Butler - Un maggiordomo alla Casa Bianca,The Butler,2014-01-01,"Biography, Drama",132,USA,Follow Through Productions,7.2,65.0,,,,,,$,177313795,$,30000000
6829,2013,Comic Movie,Movie 43,2013-09-05,Comedy,94,USA,Relativity Media,4.3,18.0,R,,,,,$,32443111,$,6000000
6830,2013,47 Ronin,47 Ronin,2014-03-13,"Action, Drama, Fantasy",128,"USA, UK, Japan, Hungary",Bluegrass Films,6.3,28.0,PG-13,,,,,$,151783839,$,175000000
6832,2013,Il grande Gatsby,The Great Gatsby,2013-05-16,"Drama, Romance",143,"Australia, USA",Warner Bros.,7.2,55.0,PG,Catherine Martin,COSTUME DESIGN,True,The Great Gatsby,$,353641895,$,105000000
6833,2013,Il grande Gatsby,The Great Gatsby,2013-05-16,"Drama, Romance",143,"Australia, USA",Warner Bros.,7.2,55.0,PG,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,PRODUCTION DESIGN,True,The Great Gatsby,$,353641895,$,105000000
6834,2013,Il grande Gatsby,The Great Gatsby,2013-05-16,"Drama, Romance",143,"Australia, USA",Warner Bros.,7.2,55.0,PG-13,Catherine Martin,COSTUME DESIGN,True,The Great Gatsby,$,353641895,$,105000000
6835,2013,Il grande Gatsby,The Great Gatsby,2013-05-16,"Drama, Romance",143,"Australia, USA",Warner Bros.,7.2,55.0,PG-13,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,PRODUCTION DESIGN,True,The Great Gatsby,$,353641895,$,105000000
6838,2013,Il cacciatore di giganti,Jack the Giant Slayer,2013-03-28,"Adventure, Fantasy",114,UK,New Line Cinema,6.2,51.0,PG-13,,,,,$,197687603,$,195000000
6842,2013,The Adventurer - Il mistero dello scrigno di Mida,The Adventurer: The Curse of the Midas Box,2014-07-04,"Adventure, Family, Fantasy",100,"UK, Spain, Belgium",Entertainment Motion Pictures (E-MOTION),5.5,39.0,PG,,,,,$,128471,$,25000000
6845,2013,Prisoners,Prisoners,2013-11-07,"Crime, Drama, Mystery",153,USA,Alcon Entertainment,8.1,70.0,R,Roger A. Deakins,CINEMATOGRAPHY,False,,$,122126687,$,46000000
6847,2013,Into Darkness - Star Trek,Star Trek Into Darkness,2013-06-12,"Action, Adventure, Sci-Fi",132,USA,Paramount Pictures,7.7,72.0,PG-13,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",VISUAL EFFECTS,False,,$,467365246,$,190000000
6849,2013,Riddick,Riddick,2013-09-05,"Action, Adventure, Sci-Fi",119,"Canada, USA",Riddick Canada Productions,6.4,49.0,R,,,,,$,98337295,$,38000000
6850,2013,Il potere dei soldi,Paranoia,2013-09-12,"Drama, Thriller",106,"USA, India, France",Relativity Media,5.7,32.0,PG-13,,,,,$,17056265,$,35000000
6853,2013,Torn,Torn,2013-10-18,Drama,80,"Pakistan, USA",Fog City Pictures,5.8,59.0,,,,,Torn,$,18202,$,450000
6854,2013,Lovelace,Lovelace,2014-05-08,"Biography, Drama",93,USA,Millennium Films,6.2,51.0,R,,,,,$,1585583,$,10000000
6857,2013,Hansel & Gretel - Cacciatori di streghe,Hansel & Gretel: Witch Hunters,2013-05-01,"Action, Fantasy, Horror",88,"Germany, USA",Paramount Pictures,6.1,23.0,,,,,,$,226349749,$,50000000
6859,2013,Wolverine - L'immortale,The Wolverine,2013-07-25,"Action, Adventure, Sci-Fi",126,"USA, UK",Twentieth Century Fox,6.7,61.0,PG-13,,,,,$,414828246,$,120000000
6861,2013,Under the Skin,Under the Skin,2014-08-28,"Drama, Horror, Sci-Fi",108,"UK, USA, Switzerland",Film4,6.3,80.0,R,,,,Under the Skin,$,5735963,$,13300000
6862,2013,Filth,Filth,2013-10-04,"Comedy, Crime, Drama",97,"UK, Germany, Sweden, Belgium, USA",Steel Mill Pictures,7.1,56.0,R,,,,Filth,$,8417248,$,5000000
6864,2013,Monsters University,Monsters University,2013-08-21,"Animation, Adventure, Comedy",104,USA,Walt Disney Pictures,7.3,65.0,G,,,,,$,743559607,$,200000000
6865,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,Sandra Bullock,ACTRESS IN A LEADING ROLE,False,,$,723192705,$,100000000
6866,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,Emmanuel Lubezki,CINEMATOGRAPHY,True,,$,723192705,$,100000000
6867,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,Alfonso Cuarón,DIRECTING,True,,$,723192705,$,100000000
6868,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,Alfonso Cuarón and Mark Sanger,FILM EDITING,True,,$,723192705,$,100000000
6869,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,Steven Price,MUSIC (Original Score),True,,$,723192705,$,100000000
6870,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,"Alfonso Cuarón and David Heyman, Producers",BEST PICTURE,False,,$,723192705,$,100000000
6871,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,PRODUCTION DESIGN,False,,$,723192705,$,100000000
6872,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,Glenn Freemantle,SOUND EDITING,True,,$,723192705,$,100000000
6873,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",SOUND MIXING,True,,$,723192705,$,100000000
6874,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",VISUAL EFFECTS,True,,$,723192705,$,100000000
6875,2013,Wu ren qu,Wu ren qu,2013-12-03,"Adventure, Crime, Drama",118,China,Beijing Guoli Changsheng Movies & TV Productions Co.,7.3,,,,,,,$,41807712,$,2320000
6876,2013,The Haunting in Connecticut 2: Ghosts of Georgia,The Haunting in Connecticut 2: Ghosts of Georgia,2013-03-14,"Drama, Horror, Mystery",101,USA,Gold Circle Films,5.3,26.0,R,,,,,$,5127434,$,9000000
6877,2013,L'evocazione - The Conjuring,The Conjuring,2013-08-21,"Horror, Mystery, Thriller",112,USA,New Line Cinema,7.5,68.0,R,,,,,$,319501756,$,20000000
6879,2013,The Grandmaster,Yi dai zong shi,2013-09-19,"Action, Biography, Drama",130,"Hong Kong, China",Block 2 Pictures,6.6,73.0,,,,,,$,73906736,$,38600000
6881,2013,Annie Parker,Decoding Annie Parker,2014-10-30,Drama,91,USA,Decoding Annie Parker,6.2,56.0,R,,,,,$,60048,$,2000000
6887,2013,Oblivion,Oblivion,2013-04-11,"Action, Adventure, Sci-Fi",124,USA,Universal Pictures,7.0,54.0,PG-13,,,,Oblivion,$,286168572,$,120000000
6888,2013,Innamorarsi a Middleton,At Middleton,2018,"Comedy, Romance",99,USA,8th Day Pictures,6.5,60.0,R,,,,,$,82993,$,2500000
6889,2013,"No God, No Master","No God, No Master",2015-08-19,"Crime, Drama, History",94,USA,Strata Productions,5.9,48.0,PG-13,,,,,$,6796,$,6000000
6890,2013,What If,The F Word,2014-08-20,"Comedy, Romance",98,"Canada, Ireland",No Trace Camping,6.8,59.0,,,,,,$,8526288,$,11000000
6891,2013,Khumba - Cercasi strisce disperatamente,Khumba,2014-02-06,"Animation, Adventure, Family",85,South Africa,Triggerfish Animation,5.7,40.0,NR,,,,,$,27187375,$,20000000
6898,2013,The Host,The Host,2013-03-28,"Action, Adventure, Drama",125,"USA, Switzerland, UK",Chockstone Pictures,5.9,35.0,R,,,,The Host,$,63365859,$,40000000
6899,2013,The Host,The Host,2013-03-28,"Action, Adventure, Drama",125,"USA, Switzerland, UK",Chockstone Pictures,5.9,35.0,R,,,,The Host,$,63365859,$,40000000
6900,2013,The Host,The Host,2013-03-28,"Action, Adventure, Drama",125,"USA, Switzerland, UK",Chockstone Pictures,5.9,35.0,R,,,,The Host,$,63365859,$,40000000
6901,2013,The Host,The Host,2013-03-28,"Action, Adventure, Drama",125,"USA, Switzerland, UK",Chockstone Pictures,5.9,35.0,R,,,,The Host,$,63365859,$,40000000
6902,2013,The Host,The Host,2013-03-28,"Action, Adventure, Drama",125,"USA, Switzerland, UK",Chockstone Pictures,5.9,35.0,PG-13,,,,The Host,$,63365859,$,40000000
6907,2013,Line of Duty,Line of Duty,2013-02-23,"Action, Crime, Thriller",112,USA,Irez Pictures,5.1,24.0,R,,,,,$,54204,$,2500000
6908,2013,Battle of the Year - La vittoria è in ballo,Battle of the Year,2013-12-05,"Drama, Music",110,USA,Contrafilm,5.0,29.0,PG-13,,,,,$,16549477,$,20000000
6909,2013,Elysium,Elysium,2013-08-29,"Action, Drama, Sci-Fi",109,"USA, Mexico, Canada",TriStar Pictures,6.6,61.0,R,,,,,$,286140700,$,115000000
6910,2013,Captain Phillips - Attacco in mare aperto,Captain Phillips,2013-10-31,"Adventure, Biography, Crime",134,USA,Scott Rudin Productions,7.8,82.0,PG-13,Barkhad Abdi,ACTOR IN A SUPPORTING ROLE,False,,$,218791811,$,55000000
6911,2013,Captain Phillips - Attacco in mare aperto,Captain Phillips,2013-10-31,"Adventure, Biography, Crime",134,USA,Scott Rudin Productions,7.8,82.0,PG-13,Christopher Rouse,FILM EDITING,False,,$,218791811,$,55000000
6912,2013,Captain Phillips - Attacco in mare aperto,Captain Phillips,2013-10-31,"Adventure, Biography, Crime",134,USA,Scott Rudin Productions,7.8,82.0,PG-13,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",BEST PICTURE,False,,$,218791811,$,55000000
6913,2013,Captain Phillips - Attacco in mare aperto,Captain Phillips,2013-10-31,"Adventure, Biography, Crime",134,USA,Scott Rudin Productions,7.8,82.0,PG-13,Oliver Tarney,SOUND EDITING,False,,$,218791811,$,55000000
6914,2013,Captain Phillips - Attacco in mare aperto,Captain Phillips,2013-10-31,"Adventure, Biography, Crime",134,USA,Scott Rudin Productions,7.8,82.0,PG-13,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",SOUND MIXING,False,,$,218791811,$,55000000
6915,2013,Captain Phillips - Attacco in mare aperto,Captain Phillips,2013-10-31,"Adventure, Biography, Crime",134,USA,Scott Rudin Productions,7.8,82.0,PG-13,Screenplay by Billy Ray,WRITING (Adapted Screenplay),False,,$,218791811,$,55000000
6919,2013,Shadowhunters - Città di ossa,The Mortal Instruments: City of Bones,2013-08-28,"Action, Adventure, Fantasy",130,"USA, Germany, Canada, UK",Screen Gems,5.9,33.0,PG-13,,,,,$,95396573,$,60000000
6923,2013,The Last Stand - L'ultima sfida,The Last Stand,2013-01-31,"Action, Thriller",107,USA,Di Bonaventura Pictures,6.3,54.0,R,,,,,$,48330757,$,45000000
6926,2013,Beautiful Creatures - La sedicesima luna,Beautiful Creatures,2013-02-21,"Drama, Fantasy, Romance",124,USA,Alcon Entertainment,6.1,52.0,R,,,,Beautiful Creatures,$,60052138,$,60000000
6927,2013,Beautiful Creatures - La sedicesima luna,Beautiful Creatures,2013-02-21,"Drama, Fantasy, Romance",124,USA,Alcon Entertainment,6.1,52.0,PG-13,,,,Beautiful Creatures,$,60052138,$,60000000
6930,2013,Not Today,Not Today,2013-04-12,Drama,103,USA,Friends Media,5.7,,PG-13,,,,,$,318121,$,1600000
6935,2013,Non aprite quella porta 3D,Texas Chainsaw 3D,2013-02-28,"Horror, Thriller",92,USA,Lionsgate,4.8,,,,,,,$,47340586,$,20000000
6936,2013,Mala,Mala,2013-02-14,"Crime, Thriller",93,"Argentina, Mexico, France",Animal de Luz Films,3.5,,,,,,,$,90124,EUR,1500000
6937,2013,G.I. Joe - La vendetta,G.I. Joe: Retaliation,2013-03-28,"Action, Adventure, Sci-Fi",110,USA,Paramount Pictures,5.8,41.0,PG-13,,,,,$,375740705,$,130000000
6941,2013,Warm Bodies,Warm Bodies,2013-02-07,"Comedy, Horror, Romance",98,"USA, Canada",Summit Entertainment,6.9,60.0,PG-13,,,,Warm Bodies,$,116980662,$,35000000
6945,2013,Solo Dio perdona,Only God Forgives,2013-05-30,"Action, Crime, Drama",90,"Denmark, France, USA, Sweden, Belgium",Space Rocket Nation,5.7,37.0,R,,,,,$,10639242,$,4800000
6946,2013,Die Hard - Un buon giorno per morire,A Good Day to Die Hard,2013-02-14,"Action, Thriller",98,"USA, UK, Hungary",Twentieth Century Fox,5.3,28.0,,,,,,$,304654182,$,92000000
6950,2013,I'm in Love with a Church Girl,I'm in Love with a Church Girl,2013-12-06,"Crime, Drama, Romance",118,USA,RGM NewBreed,4.4,23.0,,,,,,$,2503392,$,5000000
6951,2013,Free Birds - Tacchini in fuga,Free Birds,2013-11-28,"Animation, Adventure, Comedy",91,USA,Reel FX Creative Studios,5.8,38.0,PG,,,,,$,110387072,$,55000000
6954,2013,Il grande e potente Oz,Oz the Great and Powerful,2013-03-07,"Adventure, Family, Fantasy",130,USA,Walt Disney Pictures,6.3,44.0,PG,,,,,$,493311825,$,215000000
6956,2013,Goool!,Metegol,2014-05-29,"Animation, Adventure, Family",106,"Argentina, Spain, UK, France, USA",100 Bares,6.5,38.0,,,,,,$,32768940,$,22000000
6960,2013,Justin e i cavalieri valorosi,Justin and the Knights of Valour,2013-10-24,"Animation, Adventure, Family",90,"Spain, UK, Netherlands",Aliwood Mediterráneo Producciones,6.0,,PG,,,,,$,19799759,$,24000000
6971,2013,Kick-Ass 2,Kick-Ass 2,2013-08-15,"Action, Comedy, Crime",103,"UK, USA, Japan",Universal Pictures,6.5,41.0,R,,,,,$,60795985,$,28000000
6972,2013,Treno di notte per Lisbona,Night Train to Lisbon,2013-04-18,"Mystery, Romance, Thriller",111,"Switzerland, Germany, Portugal",Studio Hamburg Filmproduktion,6.8,30.0,,,,,,$,12020387,EUR,7700000
6973,2013,Non lasciarmi sola,Gimme Shelter,2014-10-29,Drama,101,USA,Day Twenty- Eight Films,6.5,37.0,R,,,,,$,1362018,$,3200000
6974,2013,Non lasciarmi sola,Gimme Shelter,2014-10-29,Drama,101,USA,Day Twenty- Eight Films,6.5,37.0,PG-13,,,,,$,1362018,$,3200000
6976,2013,Spiders 3D,Spiders 3D,2014-02-13,"Action, Adventure, Comedy",89,"USA, Israel",Millennium Films,3.3,,,,,,,$,257019,$,7000000
6978,2013,Il grande match,Grudge Match,2014-01-09,"Comedy, Drama, Sport",113,USA,Callahan Filmworks,6.4,35.0,PG-13,,,,,$,44907260,$,40000000
6979,2013,Nothing Left to Fear,Nothing Left to Fear,2013-09-26,Horror,100,USA,Anchor Bay Films,4.4,12.0,R,,,,,$,1675381,$,3000000
