title,year,date_published,genre,duration,country,language,director,writer,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors,genre_first,genre2,month,season,director_power,book_label,production_power,actor1,actor2,actor3,actor4,actor5,writer1,writer2,director1,director2,title,genre,worldwide_gross_income,budget,ROI,actor_power in oscar,writer_power in oscar,director_power in oscar,G,NC17,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,Fall,Spring,Summer,Winter
Animali fantastici e dove trovarli,2016,2016-11-17,"Adventure, Family, Fantasy",132,"UK, USA","English, Khmer",David Yates,J.K. Rowling,7.3,180000000,814038508,66,PG-13,"Eddie Redmayne, Katherine Waterston, Alison Sudol, Dan Fogler, Colin Farrell, Samantha Morton, Ezra Miller, Jon Voight, Carmen Ejogo, Ron Perlman, Sam Redford, Tristan Tait, Tom Clarke-Hill, Mathew Sim, Faith Wood-Blagrove, Jenn Murray, Corey Peterson, Lucie Pohl, Peter Breitmayer, Jake Samuels, Max Cazier, Dan Hedaya, Christy Meyers, Christy Meyer, Guy Paul, Andreea Paduraru, Walles Hamonde, Dominique Tipper, Kevin Guthrie, Leo Heller, Miles Roughley, Anne Wittman, Erick Hayden, Paul Birchard, Ronan Raftery, Tom Hodgkins, Josh Cowdery, Ellie Haddington, Joseph Macnab, Bart Edwards, Todd Boyce, Martin Oelbermann, Gemma Chan, Richard Clothier, Christian Dixon, Akin Gazi, Rich Hardisty, Elizabeth Moynihan, Miquel Brown, Wunmi Mosaku, Cristian Solimeno, Matthew Wilson, Brian Mulvey, Aretha Ayeh Emmi, Nick McGaughey, Sean Cronin, Zoë Kravitz, Arinzé Kene, Jane Perry, Collin Farrell, Scott Goldman, Tim Bentinck",Adventure,"['Adventure', 'Family', 'Fantasy']",Nov,Fall,1825594766,1,1495203716,Eddie Redmayne, Katherine Waterston, Alison Sudol, Dan Fogler, Colin Farrell,J.K. Rowling,,David Yates,,Pupazzi senza gloria,"Action, Comedy, Crime",27506452,40000000,68.76613,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Insidious 3 - L'inizio,2015,2015-06-03,"Horror, Mystery, Thriller",97,"Canada, UK, USA",English,Leigh Whannell,"Leigh Whannell, Leigh Whannell",6.1,10000000,112983889,52,PG-13,"Dermot Mulroney, Stefanie Scott, Angus Sampson, Leigh Whannell, Lin Shaye, Tate Berney, Michael Reid Mackay, Steve Coulter, Hayley Kiyoko, Corbett Tuck",Horror,"['Horror', 'Mystery', 'Thriller']",Jun,Summer,129626708,0,126369626,Dermot Mulroney, Stefanie Scott, Angus Sampson, Leigh Whannell, Lin Shaye,Leigh Whannell, Leigh Whannell,Leigh Whannell,,Detroit,"Crime, Drama, History",23355100,34000000,68.69147058823529,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
L'ultima parola - La vera storia di Dalton Trumbo,2015,2016-02-11,"Biography, Drama",124,USA,English,Jay Roach,"John McNamara, Bruce Cook",7.5,15000000,11430025,60,R,"Bryan Cranston, Alan Tudyk, Diane Lane, Elle Fanning, Helen Mirren, John Goodman, Louis C.K., Michael Stuhlbarg, Richard Portnow, John Getz, Mark Harelik, Christian Berkel, Madison Wolfe, Dan Bakkedahl, David James Elliott, Roger Bart, Stephen Root, Adewale Akinnuoye-Agbaje, Dean O'Gorman, Dave Maldonado, Laura Flannery, Tobias McDowell Nichols, James DuMont, Joseph S. Martino, Jason Bayle, Johnny Sneed, Rio Hackford, Dane Rhodes, Peter Mackenzie, John Neisler, Sean Bridgers, PJ Marshall, Meghan Wolfe, Mitchell Zakocs, John E. Moore, Jason Kirkpatrick, Wayne Pére, A.J. Allegra, Mattie Liptak, Becca Nicole Preston, Garrett Hines, Christian LeBlanc, Ron Fassler, Jim Gleason, Rick Kelly, Billy Slaughter, Griff Furst, John Mark Skinner, Pete Anthony",Biography,"['Biography', 'Drama']",Feb,Winter,263057302,0,11430025,Bryan Cranston, Alan Tudyk, Diane Lane, Elle Fanning, Helen Mirren,John McNamara, Bruce Cook,Jay Roach,,Dog Days,"Comedy, Drama, Romance",6842356,10000000,68.42356000000001,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slow West,2015,2016-08-01,"Action, Adventure, Drama",84,"UK, New Zealand","English, French",John Maclean,John Maclean,6.9,2000000,1295574,72,R,"Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Brooke Williams, Rory McCann, Caren Pistorius, Andy McPhee",Action,"['Action', 'Adventure', 'Drama']",Aug,Summer,1295574,0,444991958,Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Brooke Williams, Rory McCann,John Maclean,,John Maclean,,The FP,"Action, Comedy, Drama",40557,60000,67.595,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Incarnate: Non potrai nasconderti,2016,2017-02-08,"Horror, Thriller",87,USA,English,Brad Peyton,Ronnie Christensen,5.3,5000000,9037058,30,PG-13,"Aaron Eckhart, Carice van Houten, Catalina Sandino Moreno, David Mazouz, Keir O'Donnell, Emjay Anthony",Horror,"['Horror', 'Thriller']",Feb,Winter,1358800177,1,112601947,Aaron Eckhart, Carice van Houten, Catalina Sandino Moreno, David Mazouz, Keir O'Donnell,Ronnie Christensen,,Brad Peyton,,The Rum Diary - Cronache di una passione,"Comedy, Drama",30134958,45000000,66.96657333333333,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Risorto,2016,2016-03-17,"Action, Drama, History",107,USA,English,Kevin Reynolds,"Kevin Reynolds, Paul Aiello",6.3,20000000,46432579,51,PG-13,"Joseph Fiennes, Tom Felton, Cliff Curtis, Peter Firth, Mish Boyko, Stewart Scudamore, María Botto, Stephen Hagan, Luis Callejo, Antonio Gil, Richard Atwill, Mark Killeen, Jan Cornet, Joe Manjon, Pepe Lorente, Stavros Demetraki, Selva Rasalingham, Manu Fullola, Mario Tardon, Stephen Greif, Alex Maruny, Paco Manzanedo, Tomás Pozzi, Karim Saleh, Jacob Yakob, John Mula, Yuric Allison, Victor Trapani, Mario DeLaRosa, Frida Cauchi, Ramiro Alonso, Margaret Jackman, Beppe Abela, Manolo Caro, James Shilaimon, Alberto Ayala, Kenneth Spiteri, Claudio Carta, Clare Agius, Graham Charles, Kevin Naudi, Andy Gathergood",Action,"['Action', 'Drama', 'History']",Mar,Spring,46432579,0,83008755,Joseph Fiennes, Tom Felton, Cliff Curtis, Peter Firth, Mish Boyko,Kevin Reynolds, Paul Aiello,Kevin Reynolds,,Ratchet & Clank,"Animation, Action, Adventure",13385737,20000000,66.928685,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
It Follows,2014,2016-07-06,"Horror, Mystery, Thriller",100,USA,English,David Robert Mitchell,David Robert Mitchell,6.8,1000000,21528593,83,R,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Lili Sepe, Jake Weary, Olivia Luccardi, Bailey Spry, Debbie Williams, Ruby Harris, Leisa Pulido, Loren Bass, Linda Boston, Claire Sloma",Horror,"['Horror', 'Mystery', 'Thriller']",Jul,Summer,23582062,0,21528593,Maika Monroe, Keir Gilchrist, Daniel Zovatto, Lili Sepe, Jake Weary,David Robert Mitchell,,David Robert Mitchell,,The Apparition,"Horror, Thriller",11350665,17000000,66.76861764705883,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Survivor,2015,2015-05-21,"Action, Crime, Thriller",96,"USA, UK","English, Pushto, Mandarin",James McTeigue,Philip Shelby,5.6,20000000,3839100,28,PG-13,"Milla Jovovich, Pierce Brosnan, Emma Thompson, Dylan McDermott, James D'Arcy, Antonia Thomas, Angela Bassett, Robert Forster, Roger Rees, Genevieve O'Reilly, Frances de la Tour, Sonya Cassidy, Sean Teale, Jing Lusi, Benno Fürmann, Paddy Wallace, Parker Sawyers, Bashar Rahal, Royce Pierreson, Ben Starr, Rege-Jean Page, Jerry-Jane Pears, Zak Shukor, Jean Baptiste Fillon, Alex Beckett, Dimo Alexiev, Katarzyna Wolenjino, Sam Clemmett, Faye Barker, Peter Chong, Aaron Ly, Chloe Hesar",Action,"['Action', 'Crime', 'Thriller']",May,Spring,84950065,1,859993614,Milla Jovovich, Pierce Brosnan, Emma Thompson, Dylan McDermott, James D'Arcy,Philip Shelby,,James McTeigue,,Beautiful Boy,"Biography, Drama",16636604,25000000,66.546416,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Loving Vincent,2017,2017-10-16,"Animation, Biography, Crime",94,"Poland, UK, USA, Switzerland, Netherlands",English,"Dorota Kobiela, Hugh Welchman","Dorota Kobiela, Hugh Welchman",7.8,6081620,42187665,62,PG-13,"Douglas Booth, Jerome Flynn, Robert Gulaczyk, Helen McCrory, Saoirse Ronan, John Sessions, Eleanor Tomlinson, Aidan Turner",Animation,"['Animation', 'Biography', 'Crime']",Oct,Fall,42187665,0,42187665,Douglas Booth, Jerome Flynn, Robert Gulaczyk, Helen McCrory, Saoirse Ronan,Dorota Kobiela, Hugh Welchman,Dorota Kobiela, Hugh Welchman,Non lasciarmi,"Drama, Romance, Sci-Fi",9918093,15000000,66.12062,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sully,2016,2016-12-01,"Biography, Drama",96,USA,English,Clint Eastwood,"Todd Komarnicki, Chesley Sullenberger",7.4,60000000,240797623,74,PG-13,"Tom Hanks, Aaron Eckhart, Valerie Mahaffey, Delphi Harrington, Mike O'Malley, Jamey Sheridan, Anna Gunn, Holt McCallany, Laura Linney",Biography,"['Biography', 'Drama']",Dec,Winter,1323374112,0,240797623,Tom Hanks, Aaron Eckhart, Valerie Mahaffey, Delphi Harrington, Mike O'Malley,Todd Komarnicki, Chesley Sullenberger,Clint Eastwood,,Getaway - Via di fuga,"Action, Crime, Thriller",11806432,18000000,65.59128888888888,2.0,0.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Captive,2015,2015-09-18,"Action, Crime, Drama",97,"USA, Mexico",English,Jerry Jameson,"Brian Bird, Ashley Smith",5.4,2000000,2801508,36,PG-13,"Kate Mara, David Oyelowo, Michael Kenneth Williams, Mimi Rogers, Jessica Oyelowo, Leonor Varela, Kevin J. O'Connor, E. Roger Mitchell, Matt Lowe, J. Karen Thomas, Fred Galle, Elle Graham, Johanna Jowett, Sydelle Noel, Raymond Scott Parks, Michael Mercaldi, Michael Harding, Claudia Church, Steven Dean Davis, J. Leon II Pridgen, Bill Bennett, Marlo Scheitler",Action,"['Action', 'Crime', 'Drama']",Sep,Fall,2801508,0,2801508,Kate Mara, David Oyelowo, Michael Kenneth Williams, Mimi Rogers, Jessica Oyelowo,Brian Bird, Ashley Smith,Jerry Jameson,,L'ultima tempesta,"Action, Drama, History",52099090,80000000,65.1238625,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bus 657,2015,2015-11-11,"Action, Crime, Drama",93,USA,English,Scott Mann,"S. Cyrus Sepher, Max Adams",6.1,8900000,3777046,37,R,"Jeffrey Dean Morgan, Robert De Niro, Kate Bosworth, Morris Chestnut, Dave Bautista, Gina Carano, D.B. Sweeney, Mark-Paul Gosselaar, Tyson Sullivan, Christopher Bowen, Christopher Rob Bowen, Alyssa Julya Smith, Stephen Cyrus Sepher, Hwan Tran, Renell Gibbs, Ashley Valenzuela, Elizabeth Windley, Colin Lawless, Jerry Hoven, Scott, Michael Brannon, Ritchie Montgomery, Summer Altice, Ron Goleman, Lance E. Nichols, Courtney Turk, Robert Aberdeen, Rachel Kerbs, Joshua Mikel, Derek DuChesne, Alexis Boozer, Stephanie Marrero, Derrek Du Chesne, Han Soto, Alexis Sterling, Rosie Fellner, Stan Fitch, Lydia Hull, Alyssa Julya Smith",Action,"['Action', 'Crime', 'Drama']",Nov,Fall,5249816,0,5066641,Jeffrey Dean Morgan, Robert De Niro, Kate Bosworth, Morris Chestnut, Dave Bautista,S. Cyrus Sepher, Max Adams,Scott Mann,,The Signal,"Drama, Mystery, Sci-Fi",2595622,4000000,64.89055,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Domino,2019,2019-07-11,"Action, Crime, Thriller",89,"Denmark, France, Belgium, Italy, Netherlands, USA, UK","Arabic, French, English",Brian De Palma,Petter Skavlan,4.4,7800000,317776,40,R,"Nikolaj Coster-Waldau, Carice van Houten, Guy Pearce, Nicolas Bro, Thomas W. Gabrielsson",Action,"['Action', 'Crime', 'Thriller']",Jul,Summer,1031392,0,632908,Nikolaj Coster-Waldau, Carice van Houten, Guy Pearce, Nicolas Bro, Thomas W. Gabrielsson,Petter Skavlan,,Brian De Palma,,Slow West,"Action, Adventure, Drama",1295574,2000000,64.7787,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Benvenuti a Marwen,2018,2019-01-10,"Biography, Comedy, Drama",116,"Japan, USA","English, German, French, Russian",Robert Zemeckis,"Robert Zemeckis, Caroline Thompson",6.2,39000000,13061491,40,PG-13,"Steve Carell, Leslie Mann, Diane Kruger, Merritt Wever, Janelle Monáe, Eiza Gonzalez, Gwendoline Christie, Leslie Zemeckis, Falk Hentschel",Biography,"['Biography', 'Comedy', 'Drama']",Jan,Winter,355535831,0,13061491,Steve Carell, Leslie Mann, Diane Kruger, Merritt Wever, Janelle Monáe,Robert Zemeckis, Caroline Thompson,Robert Zemeckis,,Civilt perduta,"Biography, Drama, History",19263938,30000000,64.21312666666667,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Equals,2015,2016-08-03,"Drama, Romance, Sci-Fi",101,"USA, Indonesia",English,Drake Doremus,"Nathan Parker, Drake Doremus",6.1,16000000,2084628,43,PG-13,"Kristen Stewart, Nicholas Hoult, Guy Pearce, Bel Powley, Scott Lawrence, Jacki Weaver, Toby Huss, Kate Lyn Sheil, Aurora Perrineau, David Selby, Rebecca Hazlewood, Kai Lennox, Rizwan Manji, Teo Yoo, Nathan Parker, Jessica Lois Lois, Umali Thilakarathna, Eric Bossick, Poai Suganuma, Wendell Harrison",Drama,"['Drama', 'Romance', 'Sci-Fi']",Aug,Summer,5937037,0,2084628,Kristen Stewart, Nicholas Hoult, Guy Pearce, Bel Powley, Scott Lawrence,Nathan Parker, Drake Doremus,Drake Doremus,,Gotti - Il primo padrino,"Biography, Crime, Drama",6412349,10000000,64.12349,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Attacco al potere 2,2016,2016-03-03,"Action, Thriller",99,"UK, Bulgaria, USA","English, Italian, French, Japanese",Babak Najafi,"Creighton Rothenberger, Katrin Benedikt",5.9,60000000,205754447,28,R,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Melissa Leo, Angela Bassett, Charlotte Riley, Radha Mitchell, Jackie Earle Haley, Shivani Ghai, Robert Forster, Alon Aboutboul, Sean O'Bryan, Waleed Zuaiter, Adel Bencherif, Mehdi Dehbi, Martin Petrushev, Owen Davis Jr., Michael Wildman, Stacy Shane, Penny Downie, Clarkson Guy Williams, Patrick Kennedy, Colin Salmon, Deborah Grant, Andrew Pleavin, Nancy Baldwin, Madison Lowry, Nigel Whitmey, Julia Montgomery Brown, Tsuwayuki Saotome, Sadao Ueda, Alex Giannini, Elsa Mollien, Philip Delancy, Jean Baptiste Fillon, Kemi-Bo Jacobs, Harrison Simon, Simon Connolly, Scott Sparrow, Ginny Holder, Terence Beesley, Bryan Larkin, Terence Randall, Joe Fidler, Boyan Anev, Nikesh Patel, Julian Kostov, Lucy Newman-Williams, Owen Davis",Action,"['Action', 'Thriller']",Mar,Spring,227507812,0,859993614,Gerard Butler, Aaron Eckhart, Morgan Freeman, Melissa Leo, Angela Bassett,Creighton Rothenberger, Katrin Benedikt,Babak Najafi,,Lovely Molly,"Drama, Horror",638274,1000000,63.8274,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Youth - La giovinezza,2015,2015-05-20,"Comedy, Drama, Music",124,"Italy, France, UK, Switzerland","English, Spanish, Swiss German",Paolo Sorrentino,Paolo Sorrentino,7.3,14960785,23459358,64,R,"Michael Caine, Harvey Keitel, Rachel Weisz, Paul Dano, Jane Fonda, Poppy Corby-Tuech, Alex MacQueen, Tom Lipinski, Ed Stoppard, Madalina Ghenea, Emilia Jones, Chloe Pirrie, Rebecca Calder, Elizabeth Kinnear, Richard Banks, Loredana Cannata, Gabriela Belisario, Laura De Marchi, Ian Keir Attard, Adam Jackson-Smith, Dorji Wangchuk, Mark Kozelek, Rolly Serrano, Nate Dern, Alex Beckett, Mark Gessner, Luna Mijovic, Vincent Wolterbeek, Wolfgang Michael, Cornelia Marxer, Heidi Maria Glossner, Helmut Förnbacher, Paloma Faith, Robert Seethaler, Alessandro Soriano, Maria letizia Gorga, Leo Artin, Attilio Zampieri, Aldo Ralli, Alexander Seibt, Kaspar Weiss, Sarah Amitrano, Portia Reiners, Leoni Staubli, Alice Bauer, Anabel Kutay, Paulina Jurgens, Beatrice Walker, Veronika Dash, Eugenia Caruso, Josie Taylor, Melinda Bokor, Jasmin Barbara Mairhofer, Celine Peruzzo, Bleta Jahaj, Lydia Rattei, Ashley Bryant, Beatrice Curnew, Tatiana Luter, Valentina Vujovic, Julia Danuser, Svenja Hassig, Lola Tobelem, Annámaria Cseh, Dominique Leidner, Daniela Bollinger, Felicitas Heyerick, Carolina Carlsson, Pascal Fleury, Sonia Gessner, Viktoria Mullova, Sumi Jo, Gabriella Belisario, Roly Serrano",Comedy,"['Comedy', 'Drama', 'Music']",May,Spring,23459358,0,23459358,Michael Caine, Harvey Keitel, Rachel Weisz, Paul Dano, Jane Fonda,Paolo Sorrentino,,Paolo Sorrentino,,La ruota delle meraviglie,Drama,15889124,25000000,63.556495999999996,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Logan - The Wolverine,2017,2017-03-01,"Action, Drama, Sci-Fi",137,USA,"English, Spanish",James Mangold,"James Mangold, Scott Frank",8.1,97000000,619021436,77,R,"Hugh Jackman, Patrick Stewart, Boyd Holbrook, Stephen Merchant, Dafne Keen, Richard E. Grant, Eriq La Salle, Elise Neal, Elizabeth Rodriguez, Quincy Fouse, Al Coronel, Frank Gallegos, Anthony Escobar, Rey Gallegos, Krzysztof Soszynski, Steve Dunlevy, Daniel Bernhardt, Ryan Sturz, Brandon Melendy, Jeremy Fitzgerald, Luke Hawx, Chris Palermo, Paul Andrew O'Connor, Maureen Brennan, Jayson Genao, Hannah Westerfield, Bryant Tardy, Ashlyn Casalegno, Alison Fernandez, Parker Lovein, Jimmy Gonzales, Dave Davis, Lennie Loftin, Mark Ashworth, James Handy, Bryce Romero, Phi Vu, Chester Rushing, David E. Simpson, Lauren Gros, John Raymond, Vanessa Cloke, Doris Morgado, Katie Anne Mitchell, Lara Grice, James Moses Black, Ned Yousef, Michael Lehr, Baxter Humby, Bryan Sloyer, Daniel Hernández, John Bernecker, Evan D. Taylor, Joe Nin Williams, Toby Holguin, Robert Wu, Han Soto, Rissa Kilar, Salef Celiz, Aidan Kennedy, Nayah Murphy, Chase Cubia, Emma Teo, Vincenzo Lucatorto, Noell Jellison, Kelton DuMont, Damon Carney, Cynthia Woods, Mali O'Connor, Robert Vargas, David Paris",Action,"['Action', 'Drama', 'Sci-Fi']",Mar,Spring,1033849682,0,14699910437,Hugh Jackman, Patrick Stewart, Boyd Holbrook, Stephen Merchant, Dafne Keen,James Mangold, Scott Frank,James Mangold,,Rosewater,"Biography, Drama",3171593,5000000,63.43185999999999,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
American Ultra,2015,2016-06-30,"Action, Comedy",96,"USA, Switzerland","English, Mandarin",Nima Nourizadeh,Max Landis,6.1,28000000,27262374,50,R,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Tony Hale, John Leguizamo, Bill Pullman, Walton Goggins, Connie Britton, Monique Ganderton, Michael Papajohn, Nash Edgerton, Lavell Crawford, Stuart Greer, Paul Vincent O'Connor, Freddie Poole, Ilram Choi, James Bendishaw, Sam Malone, Jim Klock, Wayne Pére, Gabe Begneaud, Rachel Wulff, Lyle Brocato, Don Yesso, Jack Yang, Vic Chao, Johnny McPhail, Nick Stanner, Eyad Elbitar, Trace Cheramie, Isaac Hughes, John Bernecker, Tim Smith, Robert Bennett, Matthew R. Staley, Alvin Chon, Teri Wyble, James Moses Black, Eric Stratemeier, Eric VanArsdale",Action,"['Action', 'Comedy']",Jun,Summer,129994239,0,107745825,Jesse Eisenberg, Kristen Stewart, Topher Grace, Tony Hale, John Leguizamo,Max Landis,,Nima Nourizadeh,,Sabotage,"Action, Crime, Drama",22126842,35000000,63.219548571428575,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Still Alice,2014,2015-01-16,Drama,101,"USA, UK, France",English,"Richard Glatzer, Wash Westmoreland","Richard Glatzer, Wash Westmoreland",7.5,5000000,44779195,72,PG-13,"Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth, Hunter Parrish, Shane McRae, Seth Gilliam, Stephen Kunken, Erin Darke, Daniel Gerroll, Quincy Tyler Bernstine, Maxine Prescott, Orlagh Cassidy, Rosa Arredondo, Zillah Glory, Caridad Martinez, Caleb Freundlich, Charlotte Robson",Drama,['Drama'],Jan,Winter,44779195,1,44779195,Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth, Hunter Parrish,Richard Glatzer, Wash Westmoreland,Richard Glatzer, Wash Westmoreland,Tusk,"Comedy, Drama, Horror",1882074,3000000,62.7358,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zona d'ombra,2015,2016-04-21,"Biography, Drama, Sport",123,"UK, Australia, USA",English,Peter Landesman,"Peter Landesman, Jeanne Marie Laskas",7.1,35000000,48623572,55,PG-13,"Will Smith, Alec Baldwin, Albert Brooks, Gugu Mbatha-Raw, Stephen Moyer, Eddie Marsan, Luke Wilson, David Morse, Matthew Willig, Paul Reiser, Arliss Howard, Mike O'Malley, Hill Harper, Adewale Akinnuoye-Agbaje, Elizabeth Tulloch, Richard T. Jones, Sara Lindsey, Kevin Jiggets, Gary Grubbs, Randy Kovitz, L. Scott Caldwell, Dan Ziskie, Larry John Meyers, Joni Bovill, Jason A. Davis, Dan Anders, Joshua Elijah Reese, Jeb Keller, Holt McCallany, Mike Clark, Jared Pfennigwerth, Jackie Schafer, Phillip Chorba, Scott Conner, David Flick, Kelley Davis, Alison Moir, Samara Lee, Nathan Hollabaugh, Michael Schaich, Dino Rende, Hennessey Joseph, Lisa Earley, Dihlon McManne, Britanni Johnson, Cindy Jackson, Scott Miller, Antonia Long, Ann B. Betters, Britanni D. Johnson, Dawn Vocke",Biography,"['Biography', 'Drama', 'Sport']",Apr,Spring,50035753,0,198604880,Will Smith, Alec Baldwin, Albert Brooks, Gugu Mbatha-Raw, Stephen Moyer,Peter Landesman, Jeanne Marie Laskas,Peter Landesman,,Max Steel,"Action, Adventure, Fantasy",6272403,10000000,62.72403,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Annabelle,2014,2014-10-02,"Horror, Mystery, Thriller",99,USA,English,John R. Leonetti,Gary Dauberman,5.4,6500000,257047661,37,R,"Annabelle Wallis, Ward Horton, Alfre Woodard, Tony Amendola, Eric Ladin, Kerry O'Malley, Brian Howe, Ivar Brogger, Geoff Wehner, Gabriel Bateman, Shiloh Nelson, Sasha Sheldon, Camden Singer, Robin Pearson Rose, Keira Daniels, Kelly O'Malley",Horror,"['Horror', 'Mystery', 'Thriller']",Oct,Fall,280516247,0,5736040139,Annabelle Wallis, Ward Horton, Alfre Woodard, Tony Amendola, Eric Ladin,Gary Dauberman,,John R. Leonetti,,The Conspirator,"Crime, Drama, History",15625544,25000000,62.502176,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Pan - Viaggio sull'isola che non c'�,2015,2015-11-12,"Adventure, Comedy, Family",111,"USA, UK, Australia",English,Joe Wright,"Jason Fuchs, J.M. Barrie",5.7,150000000,128388320,36,PG,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara, Amanda Seyfried, Cara Delevingne, Nonso Anozie, Paul Kaye, Emerald Fennell, Julian Seager, Kathy Burke, Jimmy Vee, Adeel Akhtar, Lewis MacDougall, Taejoo Na, Jack Charles, Bronson Webb, Mike Shepherd, Brian Bovell, Kurt Egyiawan, Paul Hunter, Spencer Wilding, Dean Nolan, Giacomo Mancini, Neil Bell, Michael Ryan, Phill Martin, Gabriel Andreu, Kavern Batchelor, Orlando Loo Alfred, Ami Metcalf, Amanda Lawrence, Tunji Lucas, Tomislav English, Aaron Monaghan, Amy Morgan, Harry Lister Smith, Nicholas Agnew, Salo Gardner, Jamie Beamish, Tony Allen",Adventure,"['Adventure', 'Comedy', 'Family']",Nov,Fall,414229439,0,18585852641,Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara, Amanda Seyfried,Jason Fuchs, J.M. Barrie,Joe Wright,,Stake Land,"Drama, Horror, Sci-Fi",405380,650000,62.36615384615385,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Saw: Legacy,2017,2017-10-31,"Horror, Mystery",92,"Canada, USA",English,"Michael Spierig, Peter Spierig","Josh Stolberg, Pete Goldfinger",5.8,10000000,102952888,39,R,"Matt Passmore, Callum Keith Rennie, Clé Bennett, Hannah Emily Anderson, Laura Vandervoort, Mandela Van Peebles, Paul Braunstein, Brittany Allen, Josiah Black, Edward Ruttle, Tobin Bell",Horror,"['Horror', 'Mystery']",Oct,Fall,146972476,0,239103322,Matt Passmore, Callum Keith Rennie, Clé Bennett, Hannah Emily Anderson, Laura Vandervoort,Josh Stolberg, Pete Goldfinger,Michael Spierig, Peter Spierig,Peeples,"Comedy, Romance",9307166,15000000,62.04777333333333,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Friend Request - La morte ha il tuo profilo,2016,2016-06-08,"Horror, Mystery, Thriller",92,Germany,English,Simon Verhoeven,"Matthew Ballen, Philip Koch",5.3,9900000,10975390,31,R,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham, Sean Marquette, Liesl Ahlers",Horror,"['Horror', 'Mystery', 'Thriller']",Jun,Summer,10975390,0,10975390,Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham,Matthew Ballen, Philip Koch,Simon Verhoeven,,Destroyer,"Action, Crime, Drama",5580940,9000000,62.010444444444445,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
